"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,3,2,3,1,2,2,1,3
"2",1,1,1,3,2,2,3,2,1,2
"3",1,2,3,2,2,3,3,3,1,1
"4",2,3,2,3,3,3,2,1,1,1
"5",1,1,2,2,2,3,1,1,3,3
"6",3,2,2,1,1,3,1,2,1,1
"7",3,3,1,1,2,3,2,3,2,3
"8",3,2,2,3,2,1,3,1,3,2
"9",1,2,1,1,3,1,2,1,2,2
"10",2,1,3,1,2,1,2,3,3,1
"11",2,3,1,2,1,1,1,3,1,2
"12",3,1,2,1,3,2,3,3,2,2
"13",1,3,3,1,3,2,1,2,3,2
"14",2,2,1,3,3,2,1,3,2,1
"15",1,3,2,2,1,1,3,2,2,1
"16",3,1,1,2,1,2,2,1,3,1
"17",3,3,3,3,2,1,1,1,2,3
"18",1,2,2,3,1,2,2,3,3,3
"19",2,1,3,3,1,3,1,2,2,2
"20",2,2,3,1,1,2,3,1,1,3
"21",2,3,1,2,3,3,3,2,3,3
