"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,20,10,13,15,4,8,11,15,12
"2",9,7,5,12,14,14,18,9,7,5
"3",7,12,20,17,10,16,9,14,3,15
"4",11,1,14,11,21,18,1,18,9,21
"5",8,8,6,1,13,1,4,21,18,17
"6",6,13,2,5,5,7,2,12,10,9
"7",1,21,7,15,3,13,5,19,1,6
"8",21,3,3,18,6,21,19,13,16,13
"9",14,4,21,3,19,6,21,6,2,11
"10",17,16,13,21,12,20,3,5,6,8
"11",20,14,19,10,11,3,17,20,11,4
"12",16,11,1,16,20,11,7,2,19,2
"13",18,6,17,9,4,12,6,8,12,16
"14",19,18,4,4,16,10,11,15,5,19
"15",3,5,16,20,17,8,12,16,14,7
"16",5,17,15,14,9,9,20,7,20,20
"17",4,2,11,8,7,2,10,4,4,1
"18",2,15,8,7,18,17,16,3,13,14
"19",10,19,18,2,1,19,13,10,17,3
"20",12,10,9,19,2,5,15,1,8,18
"21",15,9,12,6,8,15,14,17,21,10
