"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",15,1,1,21,21,12,18,1,11,21,11,1,11,21,1,11,7,11,12
"2",21,8,9,13,6,10,3,8,19,2,9,20,13,2,3,10,13,3,19
"3",11,21,11,7,1,1,2,2,14,12,14,11,1,1,9,21,1,12,14
"4",1,5,4,20,12,3,8,17,12,16,21,15,9,6,11,6,20,13,18
"5",19,7,18,6,3,5,19,13,16,8,4,5,6,17,12,7,18,9,10
"6",13,15,6,17,8,17,4,15,8,15,5,9,2,19,6,4,12,7,3
"7",4,14,15,2,10,9,5,7,2,19,8,2,8,9,4,17,19,16,8
"8",9,6,5,3,9,15,17,16,3,10,6,7,16,3,14,16,3,5,17
"9",2,17,10,12,16,19,12,21,18,9,1,4,7,13,5,9,4,21,16
"10",10,10,12,16,19,20,21,6,1,11,15,21,5,11,16,3,21,2,11
"11",12,9,16,15,18,7,6,18,20,13,7,16,15,20,18,14,2,15,7
"12",8,20,2,1,11,2,13,12,21,1,10,13,10,14,21,1,9,1,6
"13",7,3,19,11,7,11,1,11,10,14,16,3,21,15,17,2,8,20,21
"14",6,11,20,9,13,8,20,19,7,3,18,14,3,7,2,12,6,8,1
"15",20,13,14,5,5,18,11,20,6,20,20,19,12,16,20,20,11,10,15
"16",5,2,13,19,2,21,16,10,13,5,3,18,18,10,8,18,10,14,4
"17",14,18,21,4,20,14,9,14,9,6,12,17,17,4,7,5,17,18,13
"18",18,16,7,18,4,6,10,5,4,7,17,6,14,8,15,8,5,17,5
"19",3,12,3,10,17,13,7,4,15,4,19,8,19,18,13,19,16,6,9
"20",17,4,8,8,15,16,14,9,17,18,13,10,4,5,19,15,15,19,2
"21",16,19,17,14,14,4,15,3,5,17,2,12,20,12,10,13,14,4,20
