"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",3,5,14,19,7,17,17,6,18,17,6,10,9,9,15,4,8
"2",7,6,4,14,13,5,5,8,7,6,7,16,15,6,17,15,4
"3",16,4,12,16,17,3,7,15,9,16,14,4,6,13,3,7,5
"4",12,12,19,20,3,1,9,5,11,5,17,17,19,16,9,3,14
"5",19,17,16,13,9,10,3,4,4,19,3,15,3,10,7,20,12
"6",9,15,2,10,16,15,6,20,17,18,8,13,17,21,4,2,10
"7",6,16,17,4,12,8,15,3,14,13,19,5,18,7,1,13,6
"8",2,18,11,17,18,12,4,12,19,3,15,7,21,12,14,17,19
"9",1,11,9,12,1,6,11,19,21,21,21,18,4,2,11,10,1
"10",8,19,13,6,5,19,1,16,3,11,16,20,13,14,18,8,7
"11",14,10,7,15,2,20,18,18,6,12,4,9,20,8,2,14,18
"12",13,14,6,1,10,18,10,11,12,1,1,3,1,11,20,1,2
"13",18,7,3,8,6,14,2,9,16,7,18,6,8,4,6,9,15
"14",21,13,21,21,14,16,12,21,5,8,12,1,10,1,13,16,9
"15",4,8,15,3,15,13,14,14,8,4,5,19,5,18,5,12,16
"16",15,3,20,7,8,9,20,17,20,2,10,12,14,15,8,19,3
"17",17,21,18,11,19,4,16,13,15,10,2,14,12,3,19,6,17
"18",11,2,10,2,21,21,8,2,13,15,11,21,11,5,10,21,21
"19",20,9,8,5,11,7,13,7,2,20,13,8,16,19,16,5,20
"20",5,20,5,9,4,2,19,10,10,14,9,2,7,20,12,18,13
"21",10,1,1,18,20,11,21,1,1,9,20,11,2,17,21,11,11
