"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,12,19,14,7,8,1,8,1,9,10,5,1,5,19,13,10,3
"2",15,3,18,3,15,4,15,16,4,14,6,7,8,16,13,9,16,7
"3",3,6,17,19,12,19,10,6,13,18,15,17,3,14,4,17,15,8
"4",14,21,10,21,9,21,12,10,20,15,1,11,18,20,20,4,11,2
"5",18,9,2,5,11,17,16,15,10,8,20,4,20,7,5,16,12,1
"6",7,18,13,7,20,6,7,4,6,19,21,10,17,4,8,6,13,9
"7",1,5,6,2,6,9,8,12,9,21,2,20,21,11,14,11,5,18
"8",13,8,4,6,3,16,3,2,3,10,13,14,5,19,11,3,14,19
"9",12,15,20,8,5,15,18,17,15,17,18,18,7,6,18,7,7,12
"10",19,19,14,11,16,18,14,3,7,6,4,12,2,10,15,19,6,16
"11",4,16,3,16,18,12,17,20,2,12,7,16,16,18,3,12,8,13
"12",21,11,11,10,10,7,9,21,5,1,17,21,13,21,21,21,20,10
"13",10,4,15,18,19,14,2,19,18,7,16,9,19,9,16,10,19,17
"14",11,10,21,1,21,1,11,11,21,11,11,13,11,1,1,20,1,21
"15",6,17,12,4,2,20,4,18,14,3,9,8,12,15,9,15,3,5
"16",17,14,5,17,14,5,5,7,17,16,19,3,9,17,12,14,4,15
"17",16,7,9,15,17,10,6,14,16,4,5,19,6,3,7,2,9,6
"18",9,20,7,20,4,3,13,13,8,2,12,2,4,8,2,8,17,14
"19",8,2,1,12,13,2,20,5,11,5,14,15,14,12,17,5,2,4
"20",5,1,8,9,8,13,21,1,19,13,3,1,10,2,10,18,18,11
"21",20,13,16,13,1,11,19,9,12,20,8,6,15,13,6,1,21,20
