"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",11,20,5,19,8,13,17,19
"2",3,15,2,17,18,3,20,11
"3",12,6,13,6,19,12,16,9
"4",4,3,6,3,14,15,4,17
"5",13,4,15,18,10,4,2,4
"6",9,14,11,11,20,21,1,20
"7",6,21,19,9,16,6,5,8
"8",7,7,18,2,6,19,21,12
"9",1,5,21,16,1,11,10,21
"10",10,9,4,5,2,1,7,1
"11",14,18,14,14,3,16,6,10
"12",16,2,3,15,15,20,13,7
"13",20,1,10,10,4,5,18,16
"14",5,13,12,21,5,9,15,6
"15",17,12,1,7,7,10,3,13
"16",18,11,20,12,13,14,19,2
"17",19,19,7,1,21,8,9,5
"18",8,8,8,13,12,7,11,14
"19",2,17,9,8,9,18,12,3
"20",15,16,17,4,11,2,14,18
"21",21,10,16,20,17,17,8,15
