"","V1","V2","V3","V4","V5","V6","V7"
"1",13,12,19,14,17,10,6
"2",9,4,6,20,12,9,12
"3",3,7,13,11,9,11,19
"4",17,6,7,7,19,20,4
"5",10,16,20,3,7,21,20
"6",21,1,9,15,14,16,21
"7",7,10,11,13,3,19,10
"8",12,2,14,4,4,15,7
"9",20,18,12,2,18,7,11
"10",11,21,5,12,21,2,18
"11",5,17,8,16,6,5,5
"12",4,3,21,9,15,3,9
"13",6,8,3,1,16,14,16
"14",15,19,1,18,10,18,8
"15",2,14,16,19,20,17,14
"16",16,5,18,17,2,6,17
"17",14,13,10,6,11,4,15
"18",1,11,2,5,1,8,1
"19",19,9,15,21,8,1,3
"20",8,20,17,8,13,13,2
"21",18,15,4,10,5,12,13
