"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",20,8,1,11,10,21,21,4,21,11,21,10,21,1
"2",1,1,21,10,19,12,1,11,15,1,1,12,1,10
"3",5,11,15,12,8,20,4,6,7,17,5,8,8,17
"4",9,15,19,16,9,7,17,10,6,8,18,14,5,6
"5",16,19,17,13,4,17,13,15,18,9,3,17,16,14
"6",3,10,16,7,21,2,12,18,1,10,20,5,14,12
"7",12,7,7,4,11,9,3,16,5,14,2,16,15,4
"8",13,2,18,17,3,11,9,2,2,21,9,3,18,5
"9",2,12,9,19,1,18,7,19,12,3,15,15,11,2
"10",11,9,2,15,12,8,8,20,19,6,7,4,4,18
"11",6,20,11,1,7,1,6,1,20,12,11,19,3,8
"12",17,6,10,9,16,15,10,3,4,5,16,18,6,16
"13",4,4,8,18,15,6,15,7,17,15,12,13,17,15
"14",8,5,4,5,5,16,14,13,14,18,17,2,7,9
"15",19,13,3,14,20,3,11,8,11,19,4,21,10,7
"16",14,18,6,21,18,19,18,17,3,16,10,9,2,11
"17",7,14,20,6,13,13,20,21,10,20,13,20,20,19
"18",18,21,14,20,14,10,2,12,13,13,19,1,12,21
"19",21,3,12,2,2,4,19,14,8,7,8,11,9,20
"20",10,16,13,3,17,14,16,5,16,4,6,6,13,3
"21",15,17,5,8,6,5,5,9,9,2,14,7,19,13
