"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",11,12,6,17,16,11,10,6,16
"2",18,1,12,1,17,15,20,4,14
"3",20,8,18,9,14,2,13,9,19
"4",21,21,17,16,4,12,9,21,10
"5",19,10,7,3,9,17,8,14,5
"6",13,5,21,18,15,20,15,17,6
"7",2,15,10,7,5,21,14,7,12
"8",17,17,3,20,7,6,18,12,13
"9",6,11,20,2,8,5,1,19,15
"10",4,9,14,15,10,7,17,3,8
"11",1,6,5,8,19,9,19,20,1
"12",12,4,13,5,2,8,11,15,17
"13",16,14,11,13,18,4,3,16,9
"14",9,20,1,4,21,1,12,1,7
"15",8,19,8,11,11,16,16,18,20
"16",10,13,19,12,1,14,21,10,4
"17",5,3,2,10,13,13,4,11,11
"18",7,2,9,19,6,3,7,8,3
"19",15,7,4,14,3,19,2,2,21
"20",14,18,16,6,12,10,5,5,2
"21",3,16,15,21,20,18,6,13,18
