"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",6,4,12,13,20,18,11,19,19,2,3,3
"2",9,15,15,2,5,11,1,20,1,8,1,18
"3",5,13,4,20,7,10,13,18,6,18,13,5
"4",7,6,5,3,17,5,15,7,9,5,14,19
"5",17,3,8,17,13,13,2,8,2,10,16,2
"6",12,19,7,14,1,1,18,1,3,1,9,9
"7",13,8,6,5,3,17,6,13,10,11,7,7
"8",21,20,21,4,14,4,10,12,8,21,4,1
"9",10,10,20,15,2,15,9,6,20,20,15,21
"10",14,17,14,7,10,9,14,5,18,9,11,4
"11",1,2,16,1,8,20,19,2,11,15,19,6
"12",2,18,10,16,15,14,20,14,13,12,8,20
"13",3,21,1,10,6,12,5,9,15,3,21,12
"14",19,7,19,11,9,16,17,17,7,4,12,14
"15",11,14,17,18,16,3,7,15,12,6,18,8
"16",4,9,18,12,18,8,4,4,5,14,6,11
"17",20,12,3,21,12,21,8,3,16,7,5,17
"18",8,1,9,8,11,2,3,16,17,19,10,15
"19",18,11,2,6,21,7,21,21,21,13,17,10
"20",15,16,11,9,19,19,12,11,4,17,20,16
"21",16,5,13,19,4,6,16,10,14,16,2,13
