"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,20,13,12,18,13,14,3,1,21,14,10,13
"2",16,13,15,4,14,17,12,7,18,8,18,17,10
"3",21,10,6,13,19,7,16,13,15,12,16,3,6
"4",14,2,2,9,6,19,10,17,3,19,19,6,9
"5",19,1,1,15,16,20,21,2,14,6,8,11,21
"6",7,4,19,8,4,11,18,15,16,10,13,14,16
"7",17,19,12,18,3,12,2,18,20,5,10,2,12
"8",5,15,3,16,9,3,5,10,19,17,17,12,18
"9",13,5,10,10,21,10,3,8,21,20,3,16,2
"10",8,9,21,2,10,15,1,1,11,15,15,1,1
"11",6,14,9,6,17,18,4,14,6,9,5,4,17
"12",9,3,16,20,15,5,6,9,8,7,12,8,8
"13",10,16,4,7,5,8,11,4,12,4,6,9,5
"14",2,6,11,1,11,1,15,21,17,1,1,7,11
"15",18,18,14,5,12,4,20,16,7,18,9,13,4
"16",20,7,7,3,2,2,7,5,2,11,11,20,15
"17",15,12,17,17,8,9,17,6,4,14,2,5,19
"18",4,11,8,21,1,16,19,11,5,3,21,15,3
"19",12,17,20,11,20,6,9,20,9,2,20,21,20
"20",1,21,18,14,7,21,8,12,13,13,4,19,7
"21",11,8,5,19,13,14,13,19,10,16,7,18,14
