"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",14,18,8,16,9,13,8,5,4,19,3,5,18,7,18,13
"2",19,7,9,3,11,20,18,19,1,1,8,11,11,3,20,7
"3",5,15,10,17,16,18,6,16,6,5,19,7,5,10,8,2
"4",4,13,15,20,1,21,21,13,11,13,10,21,20,9,17,19
"5",1,17,20,11,13,1,16,8,15,21,21,12,7,13,19,9
"6",18,11,17,13,7,10,4,17,14,18,17,17,16,4,4,4
"7",2,4,6,18,10,12,17,2,13,8,4,15,15,15,6,3
"8",6,6,16,5,8,19,5,7,21,9,16,6,14,18,15,12
"9",13,16,13,7,17,7,19,4,19,4,14,10,17,6,7,18
"10",7,20,14,6,19,8,12,15,2,16,6,19,13,16,13,5
"11",12,9,4,12,4,2,13,18,3,6,20,13,19,17,11,16
"12",17,12,3,14,18,15,3,9,17,3,7,18,8,14,16,15
"13",11,5,19,15,20,14,20,20,8,20,12,3,9,19,5,14
"14",20,19,11,21,3,4,10,12,18,7,9,4,10,20,1,8
"15",21,14,21,1,12,11,7,1,5,12,11,14,1,21,10,21
"16",16,2,12,8,6,17,14,14,16,17,2,9,4,12,9,20
"17",10,8,18,10,2,6,1,3,10,2,5,1,3,8,12,6
"18",15,1,1,2,21,9,11,10,12,11,18,2,21,11,21,1
"19",8,3,7,19,14,5,9,21,20,14,13,16,2,5,14,11
"20",3,10,5,4,15,3,2,11,9,15,1,8,12,1,2,17
"21",9,21,2,9,5,16,15,6,7,10,15,20,6,2,3,10
