"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,9,4,11,2,1,10,13,8,2,7,3,10
"2",1,2,7,1,8,5,14,8,4,3,10,11,4
"3",4,6,10,4,3,7,8,2,11,11,13,2,2
"4",6,13,2,5,1,6,5,7,3,13,4,12,13
"5",8,14,14,14,7,9,6,11,2,5,14,1,7
"6",2,11,9,7,10,13,3,3,14,4,6,14,8
"7",7,7,1,12,11,10,11,1,6,6,2,10,1
"8",5,4,13,13,13,3,4,6,9,9,9,9,11
"9",14,1,8,6,12,8,7,10,10,1,1,5,14
"10",10,12,11,9,9,4,13,12,12,12,5,8,3
"11",9,8,5,2,14,14,1,14,7,14,12,7,6
"12",13,10,12,3,4,12,12,5,5,7,8,6,12
"13",11,3,3,10,5,11,9,9,13,10,11,13,9
"14",12,5,6,8,6,2,2,4,1,8,3,4,5
