"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",14,8,4,9,1,14,7,13,8,9,1,1
"2",9,7,10,6,7,2,3,14,4,3,12,14
"3",4,3,9,8,13,11,9,8,12,2,13,2
"4",1,10,5,1,14,3,6,9,5,14,9,5
"5",5,14,3,11,6,8,2,2,6,4,7,3
"6",3,13,11,5,5,10,11,12,9,11,8,12
"7",12,11,7,13,10,13,10,6,2,5,10,11
"8",13,1,13,12,4,7,4,7,10,13,11,7
"9",7,9,14,14,8,1,13,10,14,7,5,4
"10",8,2,6,10,12,4,12,1,7,12,4,13
"11",11,4,2,2,11,9,1,11,11,6,6,10
"12",6,5,12,4,9,12,5,4,3,10,3,6
"13",2,6,1,7,2,6,14,5,1,8,14,9
"14",10,12,8,3,3,5,8,3,13,1,2,8
