"","V1","V2","V3"
"1",4,2,9
"2",2,11,13
"3",6,5,1
"4",14,7,8
"5",3,8,3
"6",13,13,2
"7",8,6,12
"8",7,10,5
"9",1,4,6
"10",5,14,11
"11",10,1,4
"12",12,3,14
"13",11,9,10
"14",9,12,7
