"","V1","V2","V3","V4","V5"
"1",3,2,2,3,1
"2",3,1,6,2,1
"3",1,2,3,5,4
"4",4,6,6,5,4
"5",1,3,4,2,6
"6",2,5,1,6,3
"7",6,6,4,6,5
"8",6,5,6,4,1
"9",2,4,3,3,4
"10",6,4,2,5,3
"11",5,1,2,1,4
"12",2,4,6,2,4
"13",3,1,1,5,5
"14",5,2,1,6,1
"15",4,3,2,6,6
"16",1,4,6,6,2
"17",1,6,2,5,6
"18",4,5,1,3,4
"19",4,2,3,2,2
"20",3,6,5,3,3
"21",3,4,2,2,5
"22",3,5,4,1,3
"23",6,1,4,5,2
"24",3,5,3,6,2
"25",1,5,2,2,1
"26",5,4,1,4,5
"27",6,2,5,2,4
"28",4,3,1,1,3
"29",6,3,3,4,3
"30",1,3,1,3,2
"31",4,1,4,3,5
"32",6,6,1,2,2
"33",2,1,2,4,2
"34",1,1,5,1,3
"35",2,6,3,1,5
"36",5,5,3,2,6
"37",3,3,4,6,4
"38",2,2,1,1,6
"39",5,6,2,4,4
"40",5,3,5,3,2
"41",5,4,4,1,1
"42",4,4,3,5,1
"43",2,1,5,6,5
"44",5,5,5,5,6
"45",6,3,6,1,5
"46",2,6,4,4,1
"47",5,2,6,6,3
"48",6,1,3,3,6
"49",2,3,5,5,1
"50",3,4,5,4,6
"51",4,6,5,1,2
"52",1,2,4,4,3
"53",4,2,6,4,6
"54",1,5,6,3,5
