"","V1","V2","V3","V4"
"1",3,5,3,5
"2",2,4,3,2
"3",3,1,3,2
"4",1,4,6,6
"5",4,3,3,6
"6",6,5,6,3
"7",1,5,4,1
"8",5,4,5,1
"9",1,1,2,4
"10",2,6,2,2
"11",2,4,1,4
"12",3,3,5,1
"13",2,5,6,4
"14",1,6,1,5
"15",2,3,5,5
"16",3,5,2,1
"17",5,2,6,5
"18",6,6,4,5
"19",1,3,3,3
"20",3,3,2,3
"21",5,5,2,6
"22",5,2,3,4
"23",6,1,5,6
"24",5,6,1,3
"25",1,6,5,3
"26",6,3,1,4
"27",1,1,4,5
"28",4,1,5,3
"29",4,5,1,2
"30",4,4,2,3
"31",4,4,6,5
"32",4,1,1,5
"33",2,5,3,6
"34",6,1,3,3
"35",5,1,2,1
"36",3,4,4,4
"37",1,3,1,1
"38",2,2,2,6
"39",3,2,1,6
"40",2,2,4,3
"41",5,4,4,2
"42",4,6,6,2
"43",6,2,1,2
"44",6,4,2,5
"45",5,5,5,4
"46",3,2,6,4
"47",1,2,5,2
"48",4,6,4,4
"49",5,3,4,6
"50",3,6,5,6
"51",6,3,6,2
"52",2,1,6,1
"53",4,2,4,1
"54",6,6,3,1
