"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,3,1,1,2,1,4,2,1,4,3,1,3
"2",1,2,4,4,3,1,1,3,2,2,2,1,4,1
"3",1,3,2,1,2,4,3,1,4,2,2,3,4,4
"4",4,1,3,4,2,4,2,1,1,2,3,2,1,2
"5",3,2,2,3,3,4,3,3,1,1,4,1,3,4
"6",3,3,2,4,1,1,4,3,3,3,4,3,2,1
"7",3,2,1,4,2,3,1,3,4,4,1,2,1,4
"8",1,1,2,2,1,3,3,1,2,1,1,1,2,1
"9",2,3,2,3,4,1,2,1,3,3,1,1,1,3
"10",4,2,4,2,1,3,2,2,3,3,4,4,4,4
"11",2,1,1,3,1,2,4,2,4,4,3,1,4,2
"12",4,4,2,1,3,3,1,4,3,2,3,1,2,2
"13",1,1,3,4,3,4,4,4,3,3,1,4,3,3
"14",3,4,4,3,1,2,3,4,1,2,1,3,4,3
"15",3,1,4,3,4,4,1,2,3,1,2,3,2,2
"16",3,1,4,1,3,1,3,1,3,4,4,2,3,3
"17",4,4,3,2,2,1,4,2,2,4,2,1,2,4
"18",4,3,1,4,4,3,4,1,2,1,3,3,4,3
"19",4,3,1,2,2,1,2,3,4,1,1,4,3,2
"20",1,4,2,3,2,2,1,1,1,4,4,4,3,2
"21",1,4,4,2,4,3,4,3,4,2,4,2,1,2
"22",2,3,3,1,4,3,1,2,1,4,1,2,4,1
"23",2,4,3,4,3,2,2,2,4,1,3,4,2,4
"24",3,2,1,1,3,2,4,2,1,2,2,4,1,1
"25",1,1,1,2,4,1,2,4,1,3,3,3,2,4
"26",2,4,1,1,1,4,2,3,2,3,2,2,3,3
"27",2,3,4,2,2,4,3,4,2,4,3,4,1,1
"28",4,2,3,3,4,2,3,4,4,3,2,2,3,1
