"","V1","V2","V3","V4","V5","V6"
"1",3,4,4,3,3,3
"2",2,1,2,2,3,3
"3",2,2,1,1,2,3
"4",2,3,4,3,2,1
"5",2,4,3,1,3,2
"6",3,1,3,4,2,3
"7",4,1,4,3,1,2
"8",3,3,1,3,3,4
"9",1,1,1,3,4,2
"10",4,3,4,1,4,3
"11",1,4,2,2,2,4
"12",2,2,4,2,1,4
"13",2,4,1,4,1,4
"14",3,2,3,2,4,2
"15",4,4,3,2,1,1
"16",1,2,4,4,3,4
"17",1,4,1,2,4,1
"18",3,1,1,4,1,1
"19",4,4,2,4,4,3
"20",4,2,2,3,3,1
"21",4,1,3,1,2,4
"22",1,2,2,4,2,2
"23",1,3,3,3,1,3
"24",2,3,3,4,4,1
"25",3,2,2,1,4,4
"26",1,1,4,1,3,1
"27",4,3,1,2,2,2
"28",3,3,2,1,1,2
