"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,2,4,4,1,3,4,2,2
"2",3,2,4,4,1,2,3,3,3,3
"3",4,2,3,3,4,3,2,3,4,2
"4",4,2,1,2,1,1,2,1,2,4
"5",3,3,1,1,4,2,1,4,3,2
"6",1,3,3,3,1,4,1,4,2,3
"7",3,4,3,2,3,1,3,4,4,4
"8",1,4,4,2,1,2,4,2,4,2
"9",2,2,2,4,3,4,4,3,1,4
"10",1,3,4,4,4,4,3,1,4,1
"11",2,3,2,1,1,3,2,1,4,4
"12",3,1,4,2,4,3,1,2,2,4
"13",2,4,4,1,4,1,2,3,1,3
"14",2,1,1,3,2,1,1,3,4,1
"15",2,2,3,1,2,1,4,2,2,2
"16",1,3,1,2,2,3,3,3,2,1
"17",2,2,4,2,3,4,2,4,3,1
"18",4,1,1,1,3,4,3,2,4,3
"19",3,1,3,3,2,4,3,1,1,2
"20",3,3,2,3,3,1,4,2,3,1
"21",1,1,3,4,2,2,2,2,3,4
"22",4,4,3,4,3,2,1,1,2,1
"23",4,1,2,1,1,3,4,4,1,1
"24",1,2,2,2,3,2,1,1,1,3
"25",4,3,4,3,2,2,4,4,1,4
"26",3,4,1,4,1,3,2,2,1,2
"27",4,4,2,1,2,4,1,3,3,3
"28",2,4,1,3,4,3,4,1,3,3
