"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",3,2,4,1,2,2,2,1,3,3,3,4,4,1,2,4
"2",3,1,2,3,4,3,4,4,3,2,2,3,4,3,1,1
"3",2,3,4,3,2,1,1,4,4,3,1,3,4,3,4,2
"4",1,4,3,3,1,2,2,3,2,4,3,4,2,2,1,1
"5",3,1,1,2,4,1,2,1,1,4,4,2,1,3,3,2
"6",1,2,2,4,3,4,1,1,3,3,2,2,2,1,3,1
"7",3,3,2,4,1,2,4,2,3,4,3,1,1,4,4,4
"8",1,1,4,3,2,3,3,2,1,2,1,3,1,1,4,3
"9",1,2,3,2,4,2,2,1,4,1,2,1,3,4,4,3
"10",4,4,2,3,3,1,3,2,3,1,4,2,4,1,4,2
"11",2,1,3,4,1,4,2,3,2,2,4,2,4,4,2,3
"12",2,2,1,4,3,3,3,2,4,4,1,4,3,4,2,2
"13",4,4,1,3,2,4,3,1,2,3,2,1,3,3,1,4
"14",3,3,3,4,1,1,4,1,1,1,2,4,3,2,3,2
"15",4,4,1,4,4,2,2,4,3,2,1,3,1,2,3,3
"16",2,4,4,2,2,3,4,1,4,2,4,1,1,2,2,1
"17",1,3,1,2,4,4,1,2,1,1,3,3,4,2,2,4
"18",4,3,4,1,1,4,2,2,3,1,1,2,2,3,1,1
"19",2,2,4,4,3,1,3,4,1,1,3,1,2,3,1,4
"20",1,3,2,1,2,2,3,4,1,3,4,3,3,4,3,1
"21",4,2,4,2,4,4,4,3,2,3,3,4,2,4,4,2
"22",2,4,2,1,3,1,1,2,2,2,2,4,1,4,1,3
"23",1,1,1,1,1,1,4,3,4,3,2,2,2,2,2,3
"24",3,2,1,1,1,3,1,4,2,2,3,1,3,1,4,2
"25",4,1,3,2,3,2,1,3,1,4,1,1,4,2,2,1
"26",2,4,3,1,4,3,4,3,2,4,1,2,3,1,3,4
"27",3,3,3,2,3,4,3,4,4,4,4,3,1,1,1,3
"28",4,1,2,3,2,3,1,3,4,1,4,4,2,3,3,4
