"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",2,2,4,3,1,3,2,1,3,1,4,1,4,4,3,4,2,4,2
"2",3,1,1,2,4,1,2,2,4,2,1,1,3,2,4,4,3,1,3
"3",1,1,3,3,2,3,1,1,3,4,2,3,1,1,3,1,3,1,1
"4",1,4,1,4,4,3,3,2,3,4,4,2,3,3,1,2,1,1,3
"5",1,2,1,2,4,4,2,3,1,3,3,4,2,4,3,1,3,4,3
"6",2,3,2,4,3,1,4,1,2,2,3,3,4,1,4,1,1,4,3
"7",4,4,4,2,1,3,4,3,4,3,1,4,3,1,3,2,1,3,2
"8",2,2,3,1,2,3,4,2,1,2,1,2,3,4,4,2,4,1,4
"9",1,3,4,4,1,1,2,2,1,3,1,3,4,3,2,3,3,2,1
"10",1,1,4,2,3,1,3,4,4,1,3,3,2,3,3,2,1,3,4
"11",3,2,2,2,3,4,4,1,4,3,4,4,3,3,2,4,4,2,1
"12",3,1,1,2,1,3,1,4,2,2,2,2,4,3,1,2,2,4,1
"13",2,2,2,4,1,2,2,3,4,2,4,4,1,1,1,3,2,1,4
"14",2,3,3,1,3,1,1,4,4,3,2,1,3,4,1,1,2,2,2
"15",1,4,1,2,2,2,4,4,1,3,4,2,1,2,4,4,2,2,2
"16",1,3,1,1,2,4,3,3,3,1,2,1,4,1,2,3,4,3,4
"17",4,1,3,4,1,4,4,4,3,2,3,1,2,2,2,1,3,2,3
"18",4,4,2,4,2,4,1,2,4,1,3,3,2,4,4,3,2,3,1
"19",3,3,2,3,1,1,1,2,1,4,4,1,2,2,3,2,4,3,4
"20",3,3,4,1,4,4,1,1,1,2,3,2,1,2,2,3,1,1,2
"21",2,1,2,3,4,2,4,3,2,4,1,1,1,4,2,3,1,3,1
"22",3,4,3,1,4,2,3,3,2,1,4,4,4,2,3,1,3,2,1
"23",4,3,3,3,3,4,2,4,2,4,2,4,4,3,4,4,1,1,4
"24",4,2,1,3,2,1,3,1,2,1,2,4,1,4,1,2,4,2,2
"25",2,4,4,3,3,3,1,3,2,1,1,3,2,2,1,4,4,3,3
"26",3,2,4,4,4,2,3,4,3,4,2,2,2,1,4,3,4,4,2
"27",4,4,2,1,3,2,2,1,3,3,1,2,1,3,2,1,3,4,4
"28",4,1,3,1,2,2,3,2,1,4,3,3,3,1,1,4,2,4,3
