"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",1,1,3,4,3,2,4,3,4,3,3,2,1,4,1,3,2
"2",2,4,4,1,2,2,3,4,1,2,4,1,1,4,3,2,3
"3",2,4,1,3,4,2,2,3,1,2,2,4,4,1,1,2,2
"4",1,1,3,2,2,1,2,2,1,4,2,1,4,2,4,4,3
"5",3,1,4,3,3,3,1,4,2,2,1,4,1,3,2,4,4
"6",2,4,1,2,3,1,2,1,3,4,1,3,1,3,2,3,1
"7",4,2,2,1,1,2,1,3,3,2,2,2,4,4,2,4,1
"8",2,3,3,1,4,3,1,4,4,4,4,3,3,1,2,4,3
"9",3,3,2,1,1,4,4,1,1,3,3,4,1,2,3,4,2
"10",3,3,1,4,4,1,3,2,4,2,2,3,2,4,4,4,3
"11",4,4,4,4,1,2,3,3,4,4,1,4,3,2,3,3,2
"12",2,2,3,4,2,3,1,1,1,3,1,3,3,4,4,1,1
"13",1,3,2,1,4,3,3,1,2,1,1,1,4,3,1,3,2
"14",1,3,2,4,2,1,1,3,3,1,4,4,1,2,2,1,3
"15",1,4,1,3,1,3,2,4,2,4,3,2,2,3,4,1,2
"16",2,2,1,3,2,2,4,1,3,1,3,2,3,1,3,4,4
"17",4,1,4,2,4,2,2,1,3,2,4,2,2,2,4,1,2
"18",1,2,4,3,1,4,3,2,2,2,4,3,2,1,1,3,1
"19",3,1,1,4,3,4,3,4,3,3,4,1,4,2,3,3,1
"20",3,4,3,2,2,3,4,2,4,1,2,1,2,1,2,1,1
"21",3,3,4,3,1,1,1,1,4,3,3,1,4,3,1,2,4
"22",4,1,1,2,2,3,4,2,2,4,4,4,3,4,1,2,3
"23",1,3,4,2,3,4,4,3,3,3,2,3,4,4,3,1,4
"24",4,4,3,4,3,4,2,2,1,1,3,2,3,3,2,3,4
"25",2,1,2,1,1,4,2,3,4,1,1,3,2,2,4,2,4
"26",4,2,2,3,4,4,1,2,2,4,2,1,1,1,3,2,3
"27",3,2,3,2,4,1,4,4,2,1,3,4,3,3,4,2,1
"28",4,2,2,1,3,1,3,4,1,3,1,2,2,1,1,1,4
