"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",2,3,2,2,4,1,3,4,4,3,3,1,3,4,4,4,2,3
"2",2,4,3,3,1,2,4,1,2,3,1,4,3,2,2,4,2,1
"3",1,1,1,3,2,4,4,4,3,4,3,2,2,2,3,4,3,4
"4",3,3,3,3,2,4,3,3,4,1,3,3,4,1,1,4,4,1
"5",4,4,4,1,1,4,3,2,3,4,4,3,4,3,2,3,2,3
"6",2,2,1,1,2,3,1,2,2,1,1,3,3,1,4,4,1,3
"7",1,3,2,4,4,1,4,2,3,1,1,2,4,3,3,2,4,3
"8",4,3,2,2,3,3,4,1,2,4,2,2,2,1,1,1,1,3
"9",2,2,3,1,3,4,3,1,4,2,1,2,1,4,3,1,3,1
"10",4,2,4,4,2,1,2,2,4,3,2,4,3,2,3,1,1,4
"11",3,3,1,4,1,3,2,3,4,3,1,1,1,2,1,3,3,3
"12",2,1,4,3,3,2,2,3,2,4,1,2,4,4,1,2,2,4
"13",1,2,3,4,4,4,3,3,1,4,2,4,1,1,4,3,2,2
"14",3,2,2,2,1,4,1,4,1,3,2,2,4,3,3,2,1,1
"15",2,4,1,4,3,1,2,4,1,2,4,3,4,1,2,1,3,3
"16",3,1,2,4,1,2,4,3,3,2,4,3,2,4,4,1,1,2
"17",2,4,1,3,4,4,1,2,4,2,3,4,2,3,1,2,1,2
"18",1,4,4,2,1,2,2,1,4,1,2,2,2,1,4,2,3,2
"19",4,3,1,1,3,2,2,3,2,4,4,4,2,3,4,2,4,1
"20",1,2,4,1,3,2,4,4,3,2,4,1,3,2,1,3,1,1
"21",4,1,1,3,2,1,3,2,1,1,2,1,1,4,2,3,2,1
"22",3,4,4,2,2,3,4,4,2,2,2,4,1,4,3,3,4,4
"23",3,4,3,1,4,2,1,3,3,1,3,1,1,2,3,1,2,4
"24",4,1,4,4,3,3,1,1,2,2,3,1,4,3,4,4,3,2
"25",4,1,3,2,4,1,1,4,3,3,1,3,2,1,2,3,4,2
"26",1,3,3,3,2,3,1,2,1,4,4,1,3,4,2,1,4,2
"27",3,1,2,2,4,3,3,1,1,1,4,4,3,2,2,2,3,4
"28",1,2,2,1,1,1,2,1,1,3,3,3,1,3,1,4,4,4
