"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",4,2,4,4,3,4,2,1,3,1,4
"2",1,3,3,2,1,2,1,4,4,1,4
"3",3,3,3,4,2,3,4,2,4,3,4
"4",4,1,2,2,4,2,3,1,4,3,3
"5",4,4,3,3,3,3,3,4,1,4,3
"6",2,4,2,1,2,4,3,4,3,3,4
"7",1,4,2,4,4,3,2,3,1,2,2
"8",4,2,2,1,1,3,3,2,1,1,1
"9",1,2,3,2,2,4,4,1,1,2,1
"10",3,3,1,2,2,1,2,4,1,3,2
"11",1,3,2,1,3,1,4,1,3,4,2
"12",2,2,3,4,4,1,2,4,4,4,1
"13",2,3,4,4,1,2,3,1,2,2,3
"14",2,1,2,3,3,1,1,2,1,2,4
"15",1,1,1,2,4,3,3,3,2,4,4
"16",3,4,3,1,4,1,1,1,2,1,3
"17",3,4,1,3,1,3,1,1,4,4,1
"18",2,3,1,3,4,4,4,2,3,1,2
"19",3,2,1,1,3,4,2,3,4,2,3
"20",2,2,4,1,1,2,4,3,1,4,3
"21",4,4,1,3,1,1,4,3,3,2,4
"22",2,4,4,2,3,2,2,2,3,3,1
"23",3,1,3,2,1,4,2,2,2,4,2
"24",1,1,4,3,2,1,3,3,4,1,2
"25",4,1,4,1,2,3,1,4,3,2,2
"26",3,1,2,4,3,2,4,4,2,1,1
"27",1,2,1,4,2,2,1,2,2,3,3
"28",4,3,4,3,4,4,1,3,2,3,1
