"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,1,1,2,3,3,2,1,3,2,2
"2",3,1,2,2,1,3,3,3,1,3,2
"3",1,2,3,3,3,1,2,1,2,2,3
"4",1,3,2,2,3,2,1,3,2,3,1
"5",1,3,2,1,1,1,2,2,1,3,3
"6",3,3,1,3,1,2,1,1,2,3,2
"7",2,3,1,2,2,1,2,1,1,1,1
"8",3,1,2,2,3,1,1,1,2,1,1
"9",3,2,1,2,1,2,2,3,1,3,1
"10",3,2,2,3,2,2,1,1,3,3,3
"11",1,2,1,2,1,1,1,1,1,2,2
"12",2,1,1,1,2,3,2,1,2,3,3
"13",1,1,3,3,1,1,3,3,2,1,2
"14",2,1,2,3,2,1,2,3,1,2,3
"15",1,1,1,1,2,2,3,2,1,1,2
"16",2,3,1,3,3,2,3,2,3,3,3
"17",2,3,3,3,2,2,3,3,1,1,1
"18",3,1,1,3,3,1,2,2,2,1,2
"19",3,2,1,2,1,1,3,2,3,1,3
"20",2,2,3,3,1,3,2,2,2,3,2
"21",2,3,3,1,3,1,1,2,1,3,2
"22",1,3,3,3,2,2,2,3,3,2,2
"23",2,1,3,2,2,1,3,1,3,3,1
"24",1,1,2,3,1,3,1,2,3,2,1
"25",3,3,2,3,3,3,2,1,1,1,3
"26",1,3,2,1,3,3,3,2,3,1,2
"27",3,2,3,1,3,2,3,1,1,2,2
"28",3,1,3,1,3,3,2,3,2,3,3
"29",1,3,1,2,1,3,3,3,2,2,3
"30",3,3,3,2,3,3,2,2,3,2,1
"31",2,3,3,2,1,2,1,1,3,1,3
"32",2,2,2,2,3,1,3,3,3,3,2
"33",1,2,3,1,1,2,2,1,2,1,1
"34",3,3,2,3,1,1,3,2,2,2,1
"35",2,3,2,1,2,3,1,1,2,1,2
"36",1,2,2,3,2,3,3,1,1,3,1
"37",1,1,3,2,2,2,1,2,2,3,3
"38",3,1,2,1,2,2,2,3,3,1,1
"39",2,1,3,1,1,3,1,2,1,2,1
"40",1,2,1,1,2,1,2,2,3,3,1
"41",3,3,1,1,2,1,1,3,2,2,3
"42",2,1,1,3,3,2,1,2,1,2,1
"43",1,2,2,2,3,2,1,3,1,1,3
"44",3,2,3,1,1,1,1,3,3,2,2
"45",2,1,2,1,1,2,3,1,3,2,3
"46",3,2,3,2,2,3,3,2,1,1,3
"47",2,2,1,3,2,3,1,3,3,1,2
"48",2,2,1,1,3,3,3,3,2,2,1
