"","V1","V2","V3","V4","V5"
"1",1,2,3,3,1
"2",3,2,1,1,3
"3",2,1,3,1,2
"4",2,2,3,3,1
"5",3,3,2,3,2
"6",1,2,2,3,2
"7",3,3,2,1,1
"8",1,1,1,2,1
"9",3,1,1,2,2
"10",3,2,1,3,1
"11",2,3,1,3,3
"12",2,3,2,1,2
"13",3,2,3,3,3
"14",2,3,1,2,1
"15",1,2,2,2,3
"16",1,1,3,2,3
"17",2,2,1,1,1
"18",2,1,2,3,3
"19",2,3,3,2,3
"20",3,3,3,2,1
"21",3,1,1,1,2
"22",2,3,3,1,3
"23",3,2,2,2,2
"24",3,1,2,2,1
"25",3,2,3,2,3
"26",2,1,3,2,1
"27",2,1,2,3,1
"28",3,2,3,1,1
"29",1,3,1,1,2
"30",1,1,2,1,3
"31",1,1,2,1,1
"32",2,1,1,2,3
"33",1,2,1,3,3
"34",3,3,1,3,2
"35",1,2,1,1,1
"36",1,3,3,3,2
"37",1,3,2,2,1
"38",3,3,2,1,3
"39",1,1,1,3,2
"40",2,2,1,2,2
"41",2,3,2,3,1
"42",1,3,3,2,2
"43",2,2,2,1,3
"44",1,3,1,2,3
"45",3,1,2,3,3
"46",2,1,3,3,2
"47",1,2,3,1,2
"48",3,1,3,1,2
