"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,3,3,3,3,1,3
"2",2,3,1,3,2,1,1,3
"3",3,3,1,1,2,3,2,1
"4",2,1,3,3,1,3,3,2
"5",3,1,1,2,1,2,2,1
"6",1,2,1,3,1,3,2,2
"7",2,1,3,1,2,1,2,2
"8",1,1,1,2,3,1,2,2
"9",2,3,1,2,1,1,2,1
"10",3,2,3,2,3,3,3,1
"11",3,2,1,1,1,1,3,2
"12",1,2,2,1,3,3,3,2
"13",2,3,2,1,1,3,1,1
"14",1,1,1,1,1,3,1,2
"15",1,3,3,3,2,2,2,3
"16",2,3,1,3,3,1,3,2
"17",1,3,2,2,3,2,1,1
"18",3,2,3,2,1,1,2,3
"19",3,3,2,3,1,2,3,2
"20",1,1,2,3,1,1,1,3
"21",3,1,2,1,3,2,3,1
"22",3,1,3,1,2,2,1,3
"23",2,3,3,1,3,2,2,2
"24",3,2,2,3,3,3,1,2
"25",1,3,3,2,2,3,2,1
"26",2,3,3,1,1,2,3,3
"27",1,2,2,1,1,2,2,3
"28",2,1,2,3,2,3,2,1
"29",3,3,3,2,1,3,1,2
"30",1,3,1,2,3,2,3,3
"31",1,3,2,1,2,1,1,2
"32",2,2,2,3,2,1,3,3
"33",1,2,3,1,2,1,3,1
"34",2,2,1,2,1,3,1,3
"35",3,1,1,3,3,2,2,3
"36",3,3,3,3,3,1,2,1
"37",3,3,2,2,2,3,3,3
"38",3,2,1,2,2,2,1,2
"39",2,1,2,2,3,3,2,3
"40",3,2,2,1,3,1,2,3
"41",2,2,3,3,1,2,1,1
"42",2,1,1,1,2,3,3,3
"43",2,2,1,1,3,2,1,1
"44",1,2,1,3,2,2,3,1
"45",2,1,3,2,3,1,1,2
"46",1,1,3,2,2,2,3,2
"47",1,1,2,2,1,1,3,1
"48",3,1,2,3,2,1,1,1
