"","V1","V2","V3","V4","V5","V6","V7"
"1",3,1,2,1,1,3,2
"2",3,1,2,3,3,2,1
"3",1,1,1,1,1,2,1
"4",2,2,2,1,1,2,3
"5",1,2,3,3,3,3,2
"6",1,2,3,2,3,1,3
"7",3,2,2,3,3,2,3
"8",1,1,2,3,2,3,3
"9",1,3,3,2,2,3,1
"10",2,1,1,3,1,2,2
"11",3,3,2,2,3,3,2
"12",2,3,2,3,1,3,1
"13",2,3,3,1,1,1,2
"14",1,2,3,1,2,2,3
"15",2,2,1,1,3,1,1
"16",1,1,2,2,2,1,1
"17",1,3,2,3,2,1,1
"18",3,3,3,3,2,2,2
"19",3,2,3,3,1,3,3
"20",2,3,1,1,2,3,3
"21",3,1,3,1,2,1,2
"22",2,1,3,2,1,3,3
"23",3,3,3,2,3,1,3
"24",1,2,1,2,3,2,2
"25",2,2,2,2,2,3,2
"26",2,1,1,3,2,1,3
"27",3,2,1,1,3,3,2
"28",2,3,2,3,3,1,2
"29",2,1,3,2,3,2,1
"30",2,1,1,2,3,3,1
"31",3,1,1,2,2,2,3
"32",1,1,3,3,1,2,2
"33",1,3,1,1,2,3,2
"34",1,2,1,3,1,1,2
"35",3,2,2,1,2,1,3
"36",1,3,1,3,3,2,3
"37",3,2,1,3,2,3,1
"38",3,3,1,2,1,1,2
"39",1,3,2,2,1,2,3
"40",2,3,1,2,1,1,3
"41",2,1,3,1,3,3,3
"42",3,3,1,1,2,2,1
"43",1,1,2,1,3,1,2
"44",2,2,3,3,2,1,1
"45",3,2,3,2,1,2,1
"46",3,1,2,2,1,1,1
"47",1,2,2,1,1,3,1
"48",2,3,3,1,3,2,1
