"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,1,3,2,3,3,1,3,1,1,1,2
"2",3,1,1,1,2,2,3,2,1,3,3,2
"3",2,2,1,2,3,1,1,3,2,3,1,3
"4",1,1,1,3,2,2,3,3,2,2,1,2
"5",1,3,3,3,1,2,3,3,1,3,2,2
"6",2,1,2,3,2,1,1,1,2,3,2,1
"7",1,1,2,1,3,1,2,3,2,1,3,1
"8",1,1,1,2,3,1,1,2,3,2,3,2
"9",3,1,3,1,2,2,1,2,2,1,1,1
"10",2,3,2,3,3,2,1,2,1,3,2,3
"11",1,3,2,1,1,1,1,1,2,1,2,2
"12",2,1,1,1,1,1,2,1,1,2,1,2
"13",3,3,1,3,2,1,2,2,3,2,3,1
"14",3,2,3,3,3,2,1,1,1,2,2,2
"15",1,2,2,2,1,2,2,3,3,1,1,2
"16",1,2,3,1,2,1,2,1,1,3,3,3
"17",3,1,2,1,1,2,1,3,3,2,2,3
"18",2,1,3,2,1,3,2,2,3,3,2,3
"19",2,3,3,1,2,2,3,3,2,2,3,3
"20",3,3,1,1,3,3,2,3,3,1,2,2
"21",1,2,3,3,3,3,3,2,2,1,3,3
"22",3,3,1,2,2,3,1,1,2,2,3,3
"23",3,1,2,3,3,3,2,2,2,3,1,2
"24",3,2,1,2,1,2,1,1,1,1,1,1
"25",1,2,1,3,1,2,2,1,2,3,3,1
"26",1,3,1,2,2,3,2,2,1,1,2,1
"27",1,3,3,3,2,1,1,3,3,2,1,3
"28",2,2,3,3,1,1,3,2,3,1,1,1
"29",2,1,3,3,1,3,2,3,1,2,3,1
"30",1,2,2,1,1,3,1,2,1,2,3,1
"31",2,3,3,2,3,2,2,1,3,2,1,1
"32",1,2,3,1,3,3,1,1,2,3,2,2
"33",3,3,2,3,1,3,3,1,2,2,1,3
"34",2,2,1,1,1,3,3,2,1,1,2,3
"35",3,2,3,1,3,1,3,2,2,2,2,1
"36",1,3,1,1,3,2,2,2,3,3,1,3
"37",3,3,2,1,2,3,2,3,1,3,1,1
"38",3,3,3,2,1,1,1,2,3,3,3,2
"39",1,1,2,2,2,3,3,1,3,2,2,1
"40",3,1,3,2,1,2,2,1,2,1,3,3
"41",3,2,2,3,2,1,2,3,1,1,2,3
"42",2,2,1,3,2,3,1,3,3,1,3,2
"43",2,3,2,2,3,1,3,1,1,1,3,2
"44",2,3,1,2,1,1,3,3,2,3,2,1
"45",2,2,2,1,2,3,3,1,3,3,1,2
"46",3,2,2,2,3,2,3,3,3,3,3,1
"47",1,1,2,2,2,1,3,2,1,2,1,3
"48",2,1,1,3,3,2,3,1,3,1,2,3
