"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",9,20,3,5,9,8,13,3,24,12,23,5,10,1,9
"2",4,3,10,1,3,23,17,13,22,19,9,12,23,8,3
"3",16,15,5,12,4,25,5,11,5,22,24,25,18,18,10
"4",22,7,4,22,13,13,22,10,11,5,21,15,2,9,6
"5",11,27,1,21,22,27,2,1,17,1,14,14,27,27,18
"6",10,5,13,13,14,3,26,2,15,27,4,24,12,20,2
"7",18,26,18,19,16,16,10,19,14,26,27,7,20,3,1
"8",5,16,22,11,19,6,20,9,13,21,15,2,26,10,15
"9",13,17,11,23,17,9,11,12,25,7,8,20,21,16,23
"10",8,19,25,16,6,11,23,23,4,4,11,11,19,23,7
"11",20,21,16,18,8,19,18,8,20,20,2,18,5,25,14
"12",17,8,23,20,2,4,8,5,6,17,10,13,9,4,21
"13",27,22,17,2,5,7,6,14,10,2,3,1,1,17,27
"14",25,13,27,14,25,18,4,6,21,8,5,6,15,11,5
"15",6,9,6,10,15,20,9,20,12,10,7,8,7,21,17
"16",26,24,8,15,1,2,16,22,16,9,16,23,16,7,16
"17",21,10,15,4,20,5,7,24,19,16,20,16,24,22,8
"18",7,23,24,27,21,22,12,15,7,15,19,22,6,13,4
"19",14,6,21,24,7,24,19,26,18,11,22,3,14,19,25
"20",15,18,2,3,23,17,21,25,8,23,6,17,13,6,24
"21",23,25,12,8,12,21,25,4,3,14,18,9,22,14,22
"22",24,2,9,25,24,10,14,16,2,24,13,4,11,24,11
"23",1,14,7,17,26,1,27,18,27,18,26,10,4,15,26
"24",19,11,20,7,18,26,24,17,26,3,12,26,8,2,12
"25",2,12,14,26,11,14,1,27,1,13,1,27,25,5,13
"26",3,4,19,6,27,15,15,7,9,6,25,21,17,26,20
"27",12,1,26,9,10,12,3,21,23,25,17,19,3,12,19
