"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",20,3,4,10,9,6,22,21,5,17,19,8,7,24,14,24,9,4
"2",6,10,13,17,22,13,12,14,2,5,27,22,3,22,16,3,22,3
"3",13,11,8,4,7,22,20,10,17,12,2,5,11,8,25,2,21,8
"4",27,23,5,9,10,15,3,5,10,10,8,24,21,5,15,11,15,2
"5",1,13,7,26,26,4,1,13,16,14,7,16,13,27,18,26,1,23
"6",12,1,20,27,2,25,4,26,1,11,26,13,14,3,19,18,14,11
"7",25,8,23,5,24,2,18,11,18,7,18,23,26,14,21,20,10,12
"8",11,15,3,21,4,11,24,17,8,3,21,19,24,10,27,9,4,17
"9",5,17,18,2,17,24,23,6,3,18,10,2,25,23,17,13,12,21
"10",23,25,17,20,6,5,15,25,13,8,13,3,17,20,20,6,23,24
"11",16,26,21,19,15,18,10,9,7,24,12,27,10,18,26,25,3,9
"12",9,24,25,3,27,9,2,16,11,20,20,6,6,11,11,10,26,13
"13",19,19,22,6,8,12,9,8,24,13,25,17,15,25,6,4,7,18
"14",15,16,9,25,16,3,5,2,27,2,17,1,9,15,2,12,13,6
"15",4,18,11,8,12,7,14,22,21,25,23,26,8,6,24,17,17,22
"16",18,22,12,7,25,19,25,23,6,4,6,15,12,17,4,19,19,16
"17",8,5,6,12,23,17,7,24,25,22,11,9,20,16,22,5,8,15
"18",24,6,10,23,18,16,11,12,9,19,24,4,22,7,5,23,20,19
"19",2,7,26,24,11,20,26,19,19,16,15,25,16,19,7,8,18,7
"20",14,27,1,14,21,26,21,1,26,15,22,21,18,13,13,27,24,26
"21",10,2,15,13,3,8,16,3,15,23,5,20,23,26,3,16,25,10
"22",17,12,24,15,13,1,6,20,4,26,3,14,27,9,9,1,16,27
"23",26,21,2,22,1,23,13,15,20,27,1,11,2,21,12,15,11,14
"24",3,9,16,11,5,21,8,4,12,6,16,10,5,12,8,21,5,25
"25",7,20,19,18,19,10,19,18,22,9,4,7,19,4,10,22,6,5
"26",22,14,14,1,20,27,17,27,14,21,14,18,1,2,1,7,2,1
"27",21,4,27,16,14,14,27,7,23,1,9,12,4,1,23,14,27,20
