"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,2,9,18,26,18,27,5,4,11,23,22,3
"2",8,24,26,5,11,14,9,4,21,14,20,19,22
"3",25,12,8,27,8,11,2,18,25,9,1,21,11
"4",1,13,16,10,25,27,1,7,24,26,13,4,20
"5",7,20,7,15,4,17,12,19,2,15,10,6,16
"6",22,8,20,25,21,15,10,27,5,21,21,5,12
"7",21,22,14,6,24,12,6,17,9,4,14,13,4
"8",15,18,10,22,18,24,4,13,14,19,24,18,18
"9",13,10,6,19,23,2,15,24,22,10,17,14,25
"10",10,15,2,26,12,26,18,2,11,6,12,8,7
"11",12,3,22,17,14,9,5,12,19,12,8,3,6
"12",3,7,17,11,6,7,13,8,12,5,25,16,13
"13",11,4,15,21,10,13,23,21,10,25,11,20,21
"14",9,17,18,1,17,6,25,20,26,17,26,7,1
"15",27,1,27,3,27,25,16,22,13,16,7,17,14
"16",17,6,11,4,3,3,3,1,6,18,5,10,24
"17",4,9,5,7,19,16,20,15,18,22,3,12,9
"18",2,25,1,23,1,4,7,23,15,27,18,26,5
"19",16,27,12,8,7,23,22,26,20,8,22,1,10
"20",19,5,3,2,15,19,11,10,27,1,15,27,17
"21",24,11,23,16,2,20,26,16,16,3,19,9,23
"22",14,26,25,24,22,8,21,9,1,2,2,11,19
"23",18,14,24,9,9,1,19,14,3,20,16,23,8
"24",20,21,19,20,5,21,14,6,23,23,6,15,2
"25",5,16,21,12,16,22,8,25,7,7,4,24,27
"26",23,19,13,14,20,5,24,3,17,13,9,25,15
"27",26,23,4,13,13,10,17,11,8,24,27,2,26
