"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",6,15,1,27,27,16,5,2
"2",23,12,8,3,12,3,23,1
"3",9,7,21,23,16,22,27,6
"4",15,9,24,13,13,8,4,19
"5",12,19,4,20,23,2,17,23
"6",3,11,27,8,19,27,11,25
"7",26,8,3,15,17,17,18,14
"8",2,26,14,16,8,1,3,8
"9",10,6,17,2,7,15,16,22
"10",13,18,18,14,1,26,19,3
"11",14,25,9,24,18,14,10,17
"12",25,1,19,21,24,11,1,26
"13",20,5,13,18,20,6,12,4
"14",18,22,6,1,15,25,2,12
"15",7,23,12,11,14,10,20,27
"16",24,16,16,25,11,24,13,20
"17",19,13,11,17,4,21,6,24
"18",11,2,5,10,10,19,8,7
"19",4,10,7,22,3,9,14,11
"20",27,20,22,6,5,12,9,5
"21",22,24,25,12,25,20,15,9
"22",16,14,15,9,22,13,25,10
"23",1,4,10,5,26,23,22,18
"24",17,3,26,26,6,4,21,13
"25",21,27,2,7,2,7,26,21
"26",5,21,23,19,9,18,24,16
"27",8,17,20,4,21,5,7,15
