"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",22,24,24,10,8,1,4,4,21,4,12
"2",3,21,2,6,25,12,15,11,17,3,2
"3",15,20,27,22,4,26,9,13,18,18,20
"4",19,27,4,21,5,9,27,21,26,11,4
"5",27,11,3,16,27,16,6,1,5,20,15
"6",25,17,19,24,10,14,14,16,2,8,9
"7",6,18,16,12,13,19,17,2,24,16,6
"8",21,1,1,26,15,18,16,9,10,13,24
"9",7,15,5,8,7,21,5,18,12,7,25
"10",8,10,21,27,21,23,11,27,27,1,16
"11",14,19,6,25,24,2,20,26,11,24,8
"12",11,9,22,7,6,10,21,12,9,19,11
"13",1,3,8,17,9,25,19,17,22,23,13
"14",26,16,14,5,22,3,25,15,23,17,23
"15",16,8,7,1,11,13,3,6,25,25,21
"16",4,5,17,23,3,5,24,3,14,6,18
"17",9,25,13,15,1,8,12,8,1,27,27
"18",23,14,23,19,17,22,26,7,13,26,1
"19",18,26,18,9,20,17,13,19,15,22,17
"20",24,6,12,4,2,20,10,25,16,14,7
"21",20,13,10,11,12,6,18,23,6,2,19
"22",5,2,26,2,14,4,8,20,3,21,3
"23",13,7,25,14,26,15,22,22,20,9,26
"24",2,22,20,18,16,11,2,24,8,15,22
"25",17,4,15,13,23,27,1,14,7,5,5
"26",10,12,11,20,19,7,7,10,19,12,10
"27",12,23,9,3,18,24,23,5,4,10,14
