"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",5,21,24,21,24,16,23,20,8,14,19,3
"2",9,24,14,9,22,20,2,25,17,23,5,27
"3",1,2,22,12,1,11,8,19,6,2,3,15
"4",20,13,13,25,21,22,24,12,25,11,2,16
"5",10,10,18,16,25,5,11,16,22,18,10,13
"6",3,15,8,6,10,10,25,23,24,25,26,11
"7",24,5,15,20,12,9,20,24,18,7,6,4
"8",19,25,12,17,2,12,9,3,26,20,20,1
"9",22,3,7,7,23,4,3,11,4,15,24,5
"10",12,11,26,22,6,19,1,7,21,4,25,7
"11",8,19,1,23,5,3,17,27,2,17,1,19
"12",23,22,21,24,9,6,4,13,15,26,16,17
"13",7,7,2,1,16,23,7,14,27,1,12,2
"14",18,16,19,15,17,25,6,26,3,9,17,10
"15",27,9,27,14,18,13,22,6,1,24,13,25
"16",2,26,9,27,19,1,14,5,16,8,14,9
"17",11,23,11,8,8,17,21,10,5,5,11,14
"18",6,4,20,10,13,24,19,4,19,16,21,18
"19",21,27,25,5,7,27,13,22,23,13,9,22
"20",26,18,17,2,26,15,10,1,13,6,27,20
"21",25,12,5,11,4,21,16,18,14,19,15,8
"22",17,20,3,13,20,7,18,17,20,3,22,24
"23",15,17,23,4,15,8,15,8,9,21,4,6
"24",16,1,4,19,27,26,27,2,10,27,8,12
"25",13,8,16,3,3,2,26,15,11,10,18,26
"26",4,14,6,18,11,14,5,9,12,12,7,23
"27",14,6,10,26,14,18,12,21,7,22,23,21
