"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",8,19,3,9,6,23,17,5,15,24,25,21,16,16,11,5
"2",15,26,21,23,3,7,9,15,3,22,10,11,21,17,6,11
"3",21,6,15,24,10,24,14,4,17,21,7,7,6,7,14,20
"4",4,2,18,15,20,25,24,12,12,13,9,17,4,22,4,8
"5",18,17,17,12,2,22,25,16,24,12,20,12,19,4,25,18
"6",2,18,11,14,11,11,13,19,1,23,3,26,7,26,24,17
"7",16,23,25,13,14,16,5,6,23,18,16,3,3,21,20,3
"8",23,21,10,16,15,4,18,7,25,7,4,18,18,15,5,26
"9",12,4,4,7,5,6,23,25,20,10,5,5,10,18,19,12
"10",7,20,26,4,17,18,21,20,8,16,6,9,26,12,13,22
"11",26,25,14,2,9,26,2,24,16,4,13,20,24,23,16,16
"12",24,9,6,5,4,15,7,11,7,15,22,13,8,24,3,23
"13",3,11,13,11,27,2,11,3,9,11,18,2,23,19,10,19
"14",14,1,8,18,19,27,1,23,4,20,27,4,17,14,27,27
"15",20,3,9,6,18,10,12,18,21,19,17,24,25,5,8,7
"16",10,15,19,10,25,13,3,26,19,26,12,16,9,9,7,25
"17",17,13,12,25,1,19,22,27,5,6,15,27,2,13,9,2
"18",6,12,7,17,8,12,4,10,11,5,8,10,22,6,22,4
"19",5,8,27,20,7,3,6,21,26,14,26,19,1,3,12,15
"20",11,27,16,3,16,5,15,2,6,2,23,15,5,8,26,9
"21",19,7,24,8,24,21,8,8,2,8,2,22,15,11,18,13
"22",13,24,5,22,23,8,26,9,10,17,14,23,11,2,17,21
"23",9,5,22,26,13,14,19,13,18,1,21,25,20,20,21,24
"24",22,16,20,19,22,9,16,22,13,9,24,8,13,25,15,6
"25",1,22,2,27,21,20,10,17,22,3,19,6,12,10,2,14
"26",27,14,23,1,12,1,27,14,14,27,1,1,14,1,1,1
"27",25,10,1,21,26,17,20,1,27,25,11,14,27,27,23,10
