"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",12,9,26,21,3,19,7,15,26,21,4,13,6,23,17,24,25,15,7
"2",23,1,1,14,14,1,1,26,19,24,1,16,14,14,27,1,13,2,15
"3",27,2,14,27,1,13,26,2,27,11,27,27,27,8,16,14,15,16,17
"4",10,26,7,19,8,20,3,4,14,16,9,17,23,6,5,10,20,27,12
"5",11,14,17,23,26,22,25,20,15,15,11,4,26,21,24,7,11,4,1
"6",3,20,11,18,5,5,8,22,22,10,18,7,15,3,21,20,8,9,10
"7",26,16,24,20,13,7,15,7,10,9,3,5,7,9,10,3,7,25,4
"8",6,17,3,10,19,10,24,14,25,20,6,3,10,1,3,9,16,17,24
"9",15,27,21,4,9,15,14,6,24,1,20,1,9,19,26,6,21,7,14
"10",25,12,13,7,6,23,4,24,4,18,17,2,8,20,7,17,12,22,19
"11",16,13,27,6,20,27,11,27,23,12,23,18,22,10,2,12,3,14,5
"12",5,6,4,24,10,18,13,19,18,7,21,21,13,24,13,5,4,23,23
"13",9,3,8,26,18,4,19,25,2,2,14,12,4,17,6,13,19,11,6
"14",8,11,19,11,7,2,17,3,13,17,7,23,1,15,25,18,2,12,26
"15",20,10,5,15,2,12,12,13,11,5,16,6,25,12,1,27,27,5,27
"16",24,19,12,17,25,26,16,8,21,3,5,20,17,22,9,19,18,10,21
"17",1,24,2,8,21,16,10,1,9,13,15,26,5,27,14,23,14,1,3
"18",7,4,22,2,23,8,9,9,20,26,13,9,24,16,12,21,10,26,18
"19",22,7,18,9,24,11,6,18,12,4,10,24,12,4,22,11,22,21,8
"20",19,23,25,25,17,3,2,12,7,14,22,10,19,26,23,15,17,19,25
"21",2,8,10,13,22,25,18,5,6,19,24,8,16,13,19,2,26,18,11
"22",18,5,20,22,15,21,22,10,8,22,19,22,11,2,4,22,9,6,13
"23",4,15,23,3,12,17,21,23,5,8,2,15,20,5,15,16,24,3,20
"24",14,21,15,12,11,6,23,21,17,23,25,25,18,18,8,26,23,24,2
"25",17,25,9,1,16,24,27,16,16,6,8,11,3,11,20,25,5,20,16
"26",21,18,6,5,4,9,20,11,3,25,12,19,21,25,18,8,6,13,9
"27",13,22,16,16,27,14,5,17,1,27,26,14,2,7,11,4,1,8,22
