"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",14,10,14,26,16,1,1,6,12,5,25,22,26,2,13,19,1
"2",22,6,7,11,13,11,23,4,3,13,23,9,19,8,19,8,18
"3",17,20,8,22,5,5,19,22,8,8,3,6,11,6,6,17,13
"4",24,18,26,6,20,6,15,17,26,6,21,20,13,11,26,12,6
"5",20,7,12,27,10,25,2,19,25,23,10,8,14,12,25,21,22
"6",10,22,11,4,9,18,3,5,6,10,8,21,12,24,23,3,12
"7",3,17,20,24,8,10,13,10,9,26,12,5,21,17,20,10,4
"8",8,5,23,15,11,7,4,20,7,21,22,25,5,19,3,13,17
"9",26,2,16,20,1,23,26,14,2,4,14,16,9,21,1,7,2
"10",7,26,17,16,23,9,27,7,19,3,15,7,6,4,24,25,16
"11",11,4,3,2,15,4,16,12,18,1,13,1,15,27,8,9,25
"12",6,12,2,7,2,27,14,21,13,27,27,13,3,1,21,4,14
"13",2,16,27,14,14,20,7,26,4,2,1,15,16,9,15,27,27
"14",16,21,21,10,4,24,8,8,21,15,16,18,20,5,4,11,23
"15",25,14,1,17,3,8,17,1,14,16,6,24,25,20,27,24,24
"16",9,11,4,18,22,15,5,18,17,11,7,10,24,10,2,6,7
"17",15,1,25,21,27,19,11,27,20,14,26,3,18,25,22,16,11
"18",19,24,22,12,12,2,25,15,24,22,2,11,27,26,14,2,9
"19",4,3,9,13,18,21,18,9,22,20,4,23,8,7,17,15,5
"20",12,19,5,19,21,22,24,16,10,25,20,19,17,23,12,20,19
"21",23,25,6,9,7,16,6,13,15,19,24,2,7,15,10,26,3
"22",5,8,15,5,6,12,21,24,23,9,18,17,22,18,11,23,10
"23",27,27,13,1,24,14,12,25,1,24,9,27,23,3,9,14,15
"24",13,13,24,3,19,26,22,2,5,17,11,4,1,13,5,22,8
"25",18,23,18,25,17,17,20,23,16,12,17,26,2,14,18,5,26
"26",21,9,19,8,25,13,9,11,11,7,5,12,4,22,16,18,21
"27",1,15,10,23,26,3,10,3,27,18,19,14,10,16,7,1,20
