"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",17,20,8,5,13,4,12,19,23,23,7,8,14,19
"2",9,15,9,13,8,2,15,10,8,5,20,27,5,22
"3",18,2,12,4,24,9,22,15,15,6,17,21,10,5
"4",14,26,25,17,21,8,10,22,9,22,23,14,6,9
"5",21,19,19,21,17,3,1,17,1,18,16,26,24,1
"6",20,11,22,23,11,11,8,2,13,9,9,19,11,21
"7",19,3,26,15,5,27,20,13,6,25,12,6,18,24
"8",4,27,11,26,27,12,5,14,7,2,6,7,27,20
"9",24,9,16,6,12,15,26,9,10,21,24,12,26,17
"10",27,12,2,2,20,14,14,1,5,27,8,2,4,3
"11",8,13,3,22,23,19,25,16,25,19,14,13,8,23
"12",2,22,18,8,15,24,21,20,2,8,10,17,3,16
"13",16,21,10,24,3,21,17,6,3,14,26,9,12,6
"14",26,8,20,14,26,22,13,24,27,1,27,25,13,18
"15",3,4,17,10,4,6,6,8,26,20,4,16,9,2
"16",15,10,23,27,1,1,27,21,17,12,1,1,1,12
"17",11,25,24,3,19,20,16,7,16,15,3,23,23,25
"18",13,6,15,18,16,18,11,11,24,7,11,3,25,8
"19",22,16,5,12,22,26,4,12,11,11,2,15,16,11
"20",25,24,1,16,6,7,24,5,22,3,13,18,22,10
"21",12,1,7,25,14,25,2,4,21,24,21,22,2,15
"22",23,23,14,9,7,17,3,26,18,13,18,4,7,26
"23",5,18,21,11,25,10,19,3,20,17,19,5,17,13
"24",7,14,27,1,10,23,7,18,19,4,22,11,19,4
"25",10,7,4,7,2,13,9,23,4,16,15,20,21,14
"26",1,5,6,20,18,5,18,27,14,10,25,10,20,27
"27",6,17,13,19,9,16,23,25,12,26,5,24,15,7
