"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22"
"1",22,6,18,6,27,5,19,17,4,6,14,24,25,7,15,26,15,12,2,21,1,14
"2",16,19,6,21,24,18,10,24,26,17,23,19,20,3,9,21,25,11,9,9,8,7
"3",4,10,25,13,22,3,17,22,23,12,16,7,12,25,5,9,20,21,22,24,7,8
"4",23,18,20,11,1,22,7,18,7,18,13,18,26,22,2,5,3,19,17,13,22,6
"5",25,20,8,3,17,15,24,9,9,4,22,9,18,23,3,22,16,26,24,6,14,17
"6",5,24,4,9,23,25,13,10,13,21,11,25,17,24,14,13,19,1,7,23,24,24
"7",24,13,10,8,4,17,25,23,20,20,8,4,9,19,17,25,9,5,10,25,12,3
"8",12,7,9,12,20,23,2,20,10,3,5,20,15,11,24,11,8,3,23,4,6,9
"9",17,23,12,22,19,11,23,25,5,11,15,16,6,15,27,3,26,6,20,22,21,21
"10",14,1,15,1,14,27,15,13,14,14,27,15,1,27,19,1,27,16,1,1,11,2
"11",27,8,24,14,11,14,11,1,1,27,26,14,13,12,13,18,23,2,27,15,27,1
"12",1,17,19,17,2,8,26,2,12,13,2,22,14,20,25,17,24,17,8,7,3,16
"13",18,5,16,24,6,21,20,7,17,25,7,17,22,9,7,12,21,25,18,27,9,19
"14",3,9,5,20,8,20,22,16,3,16,17,10,8,4,16,7,10,24,6,5,26,13
"15",15,2,1,15,16,1,16,8,27,19,10,1,19,14,26,27,1,18,19,10,25,15
"16",6,3,14,26,13,13,9,26,2,7,6,26,10,26,10,23,4,23,13,14,13,27
"17",11,21,13,18,3,2,12,11,21,2,12,21,2,2,18,19,12,27,25,19,19,5
"18",26,22,17,16,21,24,18,4,19,1,19,2,7,10,12,6,5,15,11,12,4,26
"19",8,26,26,19,9,26,6,6,6,10,20,8,23,16,22,24,13,10,14,26,10,10
"20",2,16,7,2,10,12,8,12,24,15,1,12,24,13,11,2,6,9,26,20,2,20
"21",13,15,21,25,5,4,14,21,16,5,24,5,21,17,8,14,7,4,3,3,23,22
"22",9,14,11,27,18,6,1,3,8,23,9,3,16,5,1,4,17,13,4,17,15,4
"23",7,27,23,10,25,10,21,14,15,26,3,13,4,6,4,20,2,8,15,2,16,12
"24",21,11,2,23,26,7,4,15,11,24,25,11,3,21,21,16,11,20,16,18,5,23
"25",20,25,22,4,15,19,3,19,25,9,4,6,11,8,20,15,22,22,5,16,20,18
"26",10,12,27,5,12,16,27,27,18,22,21,27,27,1,23,10,14,14,21,11,17,25
"27",19,4,3,7,7,9,5,5,22,8,18,23,5,18,6,8,18,7,12,8,18,11
