"","V1","V2","V3","V4","V5","V6"
"1",13,27,15,21,23,24
"2",18,23,19,24,16,18
"3",19,4,10,9,19,27
"4",16,9,5,17,26,17
"5",22,7,2,26,5,14
"6",26,21,23,18,18,3
"7",9,13,25,25,10,26
"8",23,10,21,7,13,9
"9",21,17,27,11,25,22
"10",10,12,14,14,2,11
"11",14,20,12,5,11,15
"12",2,19,17,27,27,8
"13",25,22,4,4,1,25
"14",12,16,3,10,15,6
"15",6,24,1,13,20,10
"16",20,26,8,15,9,5
"17",24,14,11,22,21,12
"18",4,2,6,23,12,2
"19",17,15,18,2,6,1
"20",11,1,24,3,22,13
"21",8,18,9,19,7,21
"22",27,3,16,12,8,19
"23",1,11,7,1,17,20
"24",3,25,22,8,4,16
"25",15,5,26,20,3,7
"26",5,8,20,16,14,23
"27",7,6,13,6,24,4
