"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",21,18,21,24,26,2,10,17,10
"2",20,2,14,18,19,18,16,9,22
"3",3,21,9,14,1,24,9,10,16
"4",15,6,2,15,22,4,8,25,25
"5",13,9,8,2,15,21,7,13,8
"6",1,10,18,22,8,9,6,14,26
"7",8,1,15,3,3,3,2,3,1
"8",26,3,27,11,10,23,11,21,3
"9",17,4,10,27,12,7,20,19,15
"10",23,15,7,16,16,8,21,2,2
"11",10,17,1,23,9,20,23,5,13
"12",24,26,6,25,7,17,4,27,20
"13",5,19,11,10,13,1,27,23,21
"14",7,27,3,7,18,10,13,15,11
"15",18,24,19,19,14,27,1,7,7
"16",9,14,25,17,17,15,3,20,17
"17",25,12,12,9,24,12,5,6,14
"18",19,7,20,8,2,16,25,24,12
"19",14,22,13,21,4,11,15,22,4
"20",16,20,22,6,11,13,12,4,24
"21",6,8,23,26,23,25,14,1,19
"22",12,25,16,12,25,22,22,18,27
"23",11,11,24,13,6,5,18,8,9
"24",27,23,26,1,20,6,24,12,18
"25",4,5,5,20,27,14,26,11,5
"26",22,13,4,5,5,26,19,16,23
"27",2,16,17,4,21,19,17,26,6
