"","V1","V2","V3","V4","V5","V6","V7"
"1",14,25,16,15,21,17,18
"2",23,14,22,14,7,26,15
"3",9,21,15,7,9,11,13
"4",24,24,20,27,14,8,10
"5",22,18,11,3,3,3,17
"6",5,11,19,9,1,21,11
"7",2,26,25,18,6,5,22
"8",12,16,24,24,11,18,5
"9",7,17,2,13,19,7,7
"10",10,4,1,26,4,25,19
"11",16,22,27,1,18,23,26
"12",25,20,3,11,24,20,21
"13",26,10,23,6,22,6,2
"14",19,5,26,16,27,12,12
"15",17,2,17,10,12,1,4
"16",13,8,13,12,5,9,27
"17",8,15,18,22,25,2,24
"18",6,3,21,4,17,14,20
"19",21,7,14,23,20,22,8
"20",15,9,5,19,16,4,14
"21",3,12,9,25,23,10,16
"22",1,6,4,2,8,16,6
"23",20,13,7,8,13,15,23
"24",27,1,10,20,10,19,25
"25",18,23,6,21,2,13,3
"26",11,27,8,5,26,27,9
"27",4,19,12,17,15,24,1
