"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,1,2,2,2,2,2
"2",3,2,3,2,2,3,3,1
"3",1,2,2,3,1,2,3,1
"4",1,3,1,1,2,3,3,2
"5",1,1,1,1,3,1,2,1
"6",2,1,2,3,3,3,3,2
"7",3,2,3,3,1,1,1,2
"8",3,1,2,1,2,3,1,3
"9",3,3,1,2,3,3,1,2
"10",2,3,1,3,2,1,3,1
"11",1,2,3,1,3,3,2,3
"12",1,3,3,2,2,1,1,2
"13",3,1,1,2,1,2,3,3
"14",1,1,2,3,2,1,2,3
"15",3,1,3,3,3,2,2,1
"16",2,3,3,1,3,2,1,1
"17",1,1,2,2,1,3,1,1
"18",3,3,2,2,3,1,3,3
"19",1,2,1,3,3,2,1,3
"20",2,2,1,1,1,1,1,3
"21",2,1,3,1,1,1,3,2
"22",2,2,2,2,2,2,2,2
"23",2,3,3,3,1,3,2,3
"24",3,3,2,1,1,2,2,1
