"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,2,2,1,3,1,3,3,3,3,2,2,1
"2",2,2,2,3,2,1,3,1,1,1,1,1,1
"3",3,1,3,2,3,2,3,1,1,1,2,3,2
"4",3,2,3,3,2,3,1,2,1,2,3,2,3
"5",2,3,2,1,3,3,2,1,1,3,2,1,3
"6",2,3,3,2,1,3,3,3,2,1,3,2,1
"7",3,1,2,1,1,1,2,2,3,1,3,1,2
"8",2,1,1,3,2,3,2,2,3,3,3,3,1
"9",3,3,1,2,2,1,3,1,3,2,1,2,3
"10",2,2,3,1,2,2,2,3,3,1,1,3,3
"11",2,3,1,3,3,1,1,2,2,1,2,3,2
"12",3,3,2,2,1,2,2,2,1,3,1,3,1
"13",1,2,2,2,2,1,1,1,2,3,3,3,3
"14",1,2,1,2,1,3,1,1,3,1,2,2,1
"15",1,3,1,1,1,2,3,2,1,2,3,3,2
"16",1,1,2,3,1,1,2,3,1,2,2,2,3
"17",2,1,1,2,3,2,1,3,1,2,3,1,1
"18",3,2,1,3,1,2,3,3,2,3,2,1,3
"19",1,1,3,2,2,3,3,2,2,3,1,1,2
"20",2,1,3,1,1,2,1,1,2,3,1,2,2
"21",3,2,2,3,3,3,1,3,3,2,1,3,2
"22",3,3,3,1,2,1,1,3,2,2,2,1,1
"23",1,3,3,3,3,2,2,1,3,2,3,1,2
"24",1,1,1,1,3,3,2,2,2,1,1,2,3
