"","V1","V2","V3","V4","V5","V6","V7"
"1",3,3,3,1,3,2,3
"2",1,3,2,3,3,1,3
"3",2,2,3,2,3,3,1
"4",1,2,2,1,1,2,3
"5",1,2,3,3,1,3,2
"6",1,1,3,1,2,1,1
"7",2,2,2,2,2,2,2
"8",2,3,1,2,1,3,3
"9",3,2,1,3,3,3,2
"10",2,3,3,1,1,1,2
"11",1,1,2,2,3,3,3
"12",3,1,2,1,1,3,1
"13",1,3,1,1,2,3,2
"14",2,1,3,3,2,3,3
"15",2,1,1,3,1,1,2
"16",1,1,1,3,3,2,1
"17",3,1,1,1,2,2,3
"18",3,1,3,2,3,1,2
"19",2,2,2,2,2,2,2
"20",3,3,3,3,2,2,1
"21",1,3,2,2,1,2,1
"22",3,3,1,2,2,1,1
"23",2,2,1,1,3,1,1
"24",3,2,2,3,1,1,3
