"","V1","V2","V3","V4","V5","V6"
"1",4,3,4,6,1,1
"2",5,5,2,6,1,6
"3",4,4,1,5,3,4
"4",6,6,5,2,5,5
"5",2,5,2,5,2,2
"6",6,1,2,6,5,4
"7",4,6,5,4,2,5
"8",2,4,5,1,2,4
"9",6,5,6,6,4,1
"10",6,1,5,4,1,3
"11",1,2,2,4,6,3
"12",4,2,4,2,6,2
"13",3,6,1,2,1,4
"14",4,3,5,3,5,3
"15",6,4,4,5,6,3
"16",4,2,2,3,1,4
"17",5,6,1,4,4,2
"18",3,4,2,1,5,6
"19",1,3,6,6,2,4
"20",6,5,1,1,3,3
"21",5,1,4,1,2,5
"22",1,4,3,3,1,1
"23",2,3,6,2,3,1
"24",5,3,2,2,6,1
"25",4,3,1,5,6,5
"26",5,1,3,5,3,2
"27",5,2,6,1,5,4
"28",2,2,3,6,3,5
"29",3,3,4,4,3,2
"30",1,6,2,3,3,3
"31",2,1,1,4,2,6
"32",3,6,6,5,1,3
"33",6,4,3,4,2,5
"34",3,6,3,6,6,6
"35",5,2,5,5,4,6
"36",3,1,2,1,4,2
"37",2,4,1,6,5,2
"38",2,1,3,2,4,3
"39",3,1,6,3,6,5
"40",3,5,4,4,5,1
"41",2,5,4,3,4,5
"42",1,2,4,2,1,6
"43",3,2,5,6,3,3
"44",1,1,5,5,5,1
"45",1,5,5,1,6,2
"46",6,3,3,3,4,6
"47",4,5,6,2,3,6
"48",5,4,6,2,1,2
"49",1,3,1,1,4,5
"50",4,6,3,1,2,1
"51",2,4,6,4,5,6
"52",5,5,3,3,6,4
"53",6,2,1,3,2,1
"54",1,6,4,5,4,4
