"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5,4,4,1,3,4,1,3
"2",4,5,4,3,2,3,5,1
"3",2,4,5,2,3,1,3,1
"4",2,3,3,5,1,5,5,3
"5",5,5,2,5,2,3,2,5
"6",4,1,2,3,4,2,1,3
"7",3,1,5,2,2,5,2,2
"8",2,2,2,1,4,4,5,1
"9",2,5,5,4,4,4,1,4
"10",5,3,1,2,3,1,5,4
"11",2,2,1,2,1,3,1,5
"12",1,5,3,1,2,5,3,3
"13",4,4,2,2,1,4,4,2
"14",4,1,5,4,3,3,5,4
"15",3,2,4,5,2,1,1,2
"16",4,2,3,1,5,1,2,4
"17",3,3,5,1,1,2,4,5
"18",2,4,3,4,5,2,5,5
"19",5,1,3,4,1,2,3,1
"20",1,1,2,5,3,4,3,5
"21",4,3,1,4,3,5,2,1
"22",3,5,1,1,4,2,2,2
"23",5,3,5,5,5,4,3,2
"24",1,2,1,4,2,2,4,2
"25",3,5,2,5,4,1,4,3
"26",3,4,1,3,5,5,3,4
"27",1,4,4,3,1,1,2,4
"28",1,3,3,3,5,3,1,1
"29",1,1,4,2,5,3,4,3
"30",5,2,4,3,4,5,4,5
