"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,1,3,2,2,3,2,2,3,1,3,1,3
"2",2,3,2,3,3,3,1,2,3,2,3,2,2
"3",1,3,3,1,3,2,1,2,2,1,3,3,1
"4",3,3,2,2,1,3,1,3,2,2,2,1,3
"5",2,3,1,2,1,1,2,1,3,2,3,3,1
"6",1,2,2,2,2,3,1,1,1,2,3,1,1
"7",2,1,2,3,1,2,1,2,3,3,3,1,3
"8",1,1,3,1,2,1,1,3,2,3,1,2,3
"9",2,3,1,1,1,3,2,1,2,1,2,1,2
"10",3,3,3,3,3,3,3,2,1,1,2,2,1
"11",1,3,2,3,2,3,2,3,3,3,1,2,1
"12",3,1,1,3,3,2,1,3,1,2,1,2,2
"13",3,3,2,1,3,1,2,1,2,3,3,2,3
"14",1,2,1,2,3,3,1,1,2,1,1,2,3
"15",2,1,3,2,3,1,3,1,1,1,3,2,2
"16",2,1,2,1,1,2,1,1,1,3,2,3,1
"17",2,3,1,1,2,3,3,2,1,2,1,3,3
"18",1,2,3,2,1,1,1,3,3,1,2,1,2
"19",1,1,3,3,1,3,2,1,2,2,2,3,3
"20",1,1,1,2,3,1,3,2,3,2,2,2,1
"21",1,1,2,1,3,2,2,3,1,2,2,1,3
"22",1,1,2,3,1,2,3,2,2,1,1,1,1
"23",1,3,3,3,2,1,2,1,1,2,1,1,2
"24",3,2,1,3,2,2,3,1,1,3,2,1,3
"25",3,1,3,3,2,1,2,3,2,2,3,2,1
"26",1,2,1,1,3,2,2,3,3,3,2,3,2
"27",2,2,1,3,3,1,1,1,2,3,2,1,1
"28",3,2,2,1,1,1,1,2,1,1,3,1,2
"29",1,1,1,2,2,3,2,2,1,3,3,3,2
"30",1,3,3,1,1,2,3,2,3,3,2,2,2
"31",2,3,3,2,2,2,2,3,1,3,3,1,1
"32",3,3,3,2,2,2,1,1,3,3,1,3,2
"33",3,1,2,1,3,3,3,2,2,3,1,1,2
"34",2,1,2,2,1,1,3,1,3,2,1,2,3
"35",2,2,3,1,3,3,2,1,3,2,1,1,1
"36",3,1,1,1,2,2,1,1,3,1,2,2,2
"37",2,2,3,2,3,3,3,3,2,3,3,3,3
"38",2,1,1,3,2,3,1,3,2,1,2,3,1
"39",2,2,3,3,1,3,1,2,1,3,1,2,2
"40",1,2,1,1,2,1,3,2,2,2,3,1,3
"41",3,3,2,3,1,1,3,3,2,3,2,3,2
"42",3,1,3,2,2,2,3,1,2,2,2,3,1
"43",3,2,3,1,1,2,2,3,2,1,1,3,3
"44",1,3,1,3,1,2,2,3,1,1,3,2,3
"45",2,2,2,1,2,1,3,3,1,1,1,3,1
"46",2,3,2,2,3,1,1,2,1,2,2,3,3
"47",3,2,2,3,3,1,2,2,3,1,1,3,3
"48",3,2,1,1,1,3,3,3,3,2,3,2,1
"49",3,2,1,2,1,1,2,2,1,3,1,2,1
"50",2,3,1,2,3,2,3,3,3,1,1,1,2
"51",1,2,2,3,2,2,3,1,3,1,3,3,2
