"","V1","V2","V3","V4","V5","V6","V7"
"1",3,4,4,1,5,3,5
"2",2,5,2,1,3,4,1
"3",2,1,5,2,5,2,2
"4",4,5,1,2,5,4,4
"5",4,2,1,1,1,2,3
"6",2,5,3,5,3,2,3
"7",4,1,3,1,3,5,5
"8",4,2,2,3,3,3,4
"9",5,1,5,4,2,3,4
"10",5,3,4,5,4,4,3
"11",5,1,2,3,5,1,3
"12",3,1,2,5,2,4,2
"13",3,3,1,2,4,1,1
"14",2,4,1,3,2,2,5
"15",3,1,4,3,1,1,5
"16",1,1,3,2,1,4,1
"17",3,2,3,5,5,2,4
"18",1,3,2,1,4,2,4
"19",5,3,2,2,1,5,5
"20",2,3,5,4,5,4,5
"21",1,2,4,2,2,4,4
"22",4,3,5,5,1,2,2
"23",5,4,1,4,3,5,2
"24",5,5,3,4,4,1,5
"25",1,2,1,5,3,3,5
"26",4,4,5,2,3,1,4
"27",1,2,4,4,3,1,1
"28",1,4,2,4,1,1,3
"29",2,3,3,1,2,1,2
"30",3,5,1,3,1,3,2
"31",2,1,1,4,4,5,3
"32",3,2,5,3,4,5,1
"33",3,4,5,1,2,5,3
"34",5,2,4,1,4,3,2
"35",4,3,3,4,2,4,1
"36",2,5,4,5,1,5,4
"37",5,5,4,2,2,2,1
"38",1,4,3,3,5,5,2
"39",1,5,5,3,4,3,3
"40",4,4,2,5,5,3,1
