"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,2,3,3,3,4,4,1,1,4,2,1,2,1,1
"2",2,4,2,4,4,1,3,3,1,2,1,2,3,1,1
"3",2,2,3,1,1,4,2,1,4,1,3,4,3,1,3
"4",4,2,2,4,2,1,1,1,4,3,4,2,2,1,2
"5",2,4,1,3,2,4,1,3,4,3,1,4,3,2,2
"6",2,2,3,4,4,2,2,3,3,3,4,4,4,1,4
"7",2,1,4,3,2,3,3,2,3,4,1,1,4,2,4
"8",3,1,1,2,4,4,1,1,2,3,1,3,2,3,4
"9",4,3,1,1,1,2,2,1,3,2,1,3,1,2,1
"10",4,4,2,3,1,3,2,4,2,4,2,3,4,1,4
"11",4,1,3,4,2,2,1,4,1,2,3,4,2,3,3
"12",1,2,2,2,3,1,2,4,4,2,1,4,1,3,4
"13",4,1,2,2,3,2,3,1,4,1,2,2,3,4,4
"14",3,1,3,3,4,1,2,3,4,1,2,1,4,2,2
"15",3,2,4,2,1,1,1,1,2,4,2,4,4,3,2
"16",3,3,3,1,4,4,1,4,3,4,2,2,1,1,3
"17",3,3,4,4,1,2,2,4,3,3,1,2,3,4,1
"18",4,2,1,1,3,3,3,3,1,1,1,4,4,2,3
"19",3,2,1,2,4,3,2,4,1,3,4,1,3,4,2
"20",2,1,2,3,1,2,2,2,1,4,3,2,1,4,4
"21",1,2,4,3,4,4,3,4,2,1,3,2,2,2,4
"22",1,4,3,1,4,2,3,2,4,3,2,3,4,3,1
"23",1,3,2,2,1,2,4,4,3,2,4,1,4,1,2
"24",3,3,1,3,1,3,4,4,4,1,2,1,2,3,3
"25",1,3,3,4,3,4,1,2,2,1,1,2,4,4,3
"26",3,2,3,1,2,2,4,3,1,1,4,2,1,2,1
"27",4,2,3,1,2,1,4,3,2,4,1,1,3,3,3
"28",4,3,4,1,2,3,2,2,4,3,4,1,2,4,4
"29",2,1,4,1,3,1,3,4,4,3,3,3,2,1,2
"30",4,1,1,4,1,4,4,2,3,3,3,2,4,3,2
"31",3,4,2,4,2,4,3,1,1,2,4,1,3,3,4
"32",3,3,1,4,3,1,4,4,2,3,3,3,1,2,4
"33",3,4,4,2,2,2,4,2,3,1,1,4,2,1,4
"34",4,4,4,3,3,1,1,2,2,2,2,1,1,1,3
"35",2,1,2,1,2,4,4,4,2,2,2,3,4,4,1
"36",4,3,4,3,4,3,2,1,1,2,3,3,4,2,1
"37",1,2,1,4,3,2,1,3,3,4,2,1,2,3,1
"38",4,4,2,3,4,2,4,3,2,4,3,4,2,4,2
"39",1,3,4,2,2,4,3,3,1,3,2,4,1,4,2
"40",2,4,1,1,2,1,1,3,3,2,3,2,4,4,4
"41",1,1,4,2,1,3,1,3,2,2,3,1,3,2,1
"42",1,3,2,1,3,2,1,2,1,4,4,4,3,2,3
"43",4,4,3,2,3,4,1,4,3,1,4,3,3,3,1
"44",3,2,3,4,4,3,4,2,4,2,1,3,1,4,2
"45",2,3,1,3,1,1,3,2,2,1,4,4,2,4,1
"46",3,1,2,2,3,4,3,2,3,4,4,4,1,2,1
"47",1,3,1,2,4,3,4,1,4,4,3,2,3,1,3
"48",1,4,3,2,1,1,3,1,1,3,1,2,2,2,3
"49",1,1,1,4,2,3,2,2,1,1,2,3,1,1,2
"50",2,4,2,1,4,3,2,1,2,1,3,1,1,3,2
"51",1,1,4,3,3,1,4,1,3,2,4,3,3,4,3
"52",2,4,4,4,1,3,3,3,4,4,4,3,1,3,3
