"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,3,4,2,1,1,3,3,4,2,1
"2",4,2,3,3,4,1,4,2,4,3,4
"3",3,4,2,3,1,3,3,4,4,4,3
"4",3,2,1,4,3,4,2,3,4,1,4
"5",3,2,3,1,1,1,1,3,1,4,3
"6",3,1,4,3,3,1,4,4,2,2,2
"7",2,1,4,2,2,4,3,4,1,3,4
"8",4,4,3,1,3,3,3,2,1,1,1
"9",1,2,4,1,3,4,2,2,4,4,2
"10",1,4,4,3,2,2,1,2,3,1,4
"11",3,3,4,4,4,3,2,1,2,4,1
"12",1,4,1,2,4,1,2,3,2,3,3
"13",4,3,2,3,4,4,1,3,1,2,2
"14",4,3,1,1,2,2,2,4,2,2,4
"15",4,1,2,4,2,2,3,3,3,4,1
"16",1,3,3,4,1,4,4,2,2,2,3
"17",4,1,3,2,1,3,2,1,3,1,3
"18",1,2,2,2,4,3,4,4,3,1,1
"19",2,1,2,1,4,2,1,1,4,2,3
"20",2,4,3,4,3,2,1,4,3,3,2
"21",2,2,1,4,2,1,3,1,1,1,2
"22",3,4,1,1,2,4,4,1,3,3,2
"23",2,3,2,2,3,2,4,1,1,4,4
"24",1,1,1,3,1,3,1,2,2,3,1
