"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,1,5,2,1,3,1,4,3,1,3
"2",1,5,5,1,3,4,4,2,1,4,3
"3",2,3,3,1,5,5,5,5,3,2,1
"4",2,2,3,3,2,1,1,1,1,5,3
"5",1,3,1,1,4,1,2,3,3,5,5
"6",5,4,2,5,3,5,1,1,3,4,4
"7",2,1,1,5,2,3,4,5,3,5,2
"8",5,1,5,4,3,1,4,3,4,2,2
"9",4,1,1,2,3,5,5,3,5,3,4
"10",4,3,5,5,2,4,2,4,1,3,1
"11",5,4,3,1,2,2,2,5,5,2,3
"12",1,3,2,5,4,2,5,1,4,1,3
"13",3,4,2,2,1,1,5,3,2,4,1
"14",5,2,3,4,1,3,5,2,1,3,5
"15",2,5,4,5,1,1,3,4,4,3,4
"16",3,2,4,2,4,4,1,5,4,4,5
"17",2,4,5,3,5,3,4,1,5,3,5
"18",3,5,1,4,3,3,1,2,5,2,1
"19",4,2,2,3,4,1,3,5,1,1,4
"20",2,5,4,4,4,5,2,3,2,1,2
"21",1,2,3,4,5,2,3,4,5,4,1
"22",1,4,1,3,2,5,3,4,2,2,5
"23",3,2,2,1,1,4,3,1,4,1,2
"24",5,1,4,1,4,3,3,1,2,4,1
"25",3,3,5,4,3,2,5,5,2,5,4
"26",5,5,2,3,5,4,4,4,4,5,3
"27",3,1,3,5,5,4,2,2,2,2,4
"28",4,5,4,2,2,2,4,2,3,1,5
"29",4,3,4,3,1,5,2,2,5,5,2
"30",4,4,1,2,5,2,1,3,1,3,2
