"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,2,5,1,3,5,3,2
"2",3,5,3,4,5,1,5,5,3
"3",5,3,5,4,3,5,5,1,3
"4",4,4,4,5,3,2,1,3,5
"5",5,3,4,1,1,3,2,5,3
"6",4,5,3,3,1,4,4,2,5
"7",5,2,1,5,4,3,4,4,4
"8",1,5,5,3,4,3,1,4,2
"9",4,2,5,1,5,4,4,3,2
"10",3,1,2,3,5,2,2,1,4
"11",1,2,5,4,1,1,3,2,4
"12",1,3,2,1,3,2,5,4,5
"13",3,5,2,1,2,5,2,3,4
"14",5,4,1,2,4,1,3,2,2
"15",4,1,3,3,2,1,1,4,1
"16",2,1,4,2,4,5,3,5,5
"17",2,3,3,5,5,5,2,2,1
"18",1,2,1,2,3,4,1,1,3
"19",2,4,4,2,2,2,4,1,1
"20",3,4,1,4,2,4,3,5,1
