"","V1","V2","V3","V4","V5","V6","V7"
"1",2,5,4,6,1,3,2
"2",6,5,2,6,5,6,4
"3",2,4,1,3,6,4,6
"4",3,5,6,4,2,4,6
"5",4,6,1,1,1,3,4
"6",2,6,4,5,3,6,5
"7",4,5,3,3,3,5,3
"8",5,2,1,4,6,3,3
"9",3,6,2,3,5,1,1
"10",4,1,3,4,1,6,6
"11",6,1,5,6,3,3,4
"12",3,4,5,1,1,5,3
"13",1,6,6,4,4,2,4
"14",5,2,2,1,4,5,6
"15",5,6,5,5,6,5,2
"16",5,4,1,5,2,1,5
"17",2,2,3,5,4,1,3
"18",3,3,5,2,6,6,4
"19",4,4,5,6,4,2,1
"20",5,5,4,2,3,1,6
"21",1,3,2,6,2,5,3
"22",2,3,6,1,3,3,1
"23",3,3,3,6,6,2,6
"24",1,5,3,1,5,3,5
"25",3,1,1,5,3,4,1
"26",1,1,4,4,5,5,1
"27",6,3,4,3,4,4,5
"28",2,1,2,2,2,2,4
"29",6,4,6,2,5,2,3
"30",6,3,2,4,1,2,2
"31",1,4,1,2,4,6,2
"32",6,6,3,2,2,4,1
"33",4,1,4,1,6,1,2
"34",4,2,6,5,5,4,5
"35",1,2,5,3,1,1,5
"36",5,2,6,3,2,6,2
