"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",1,2,4,4,1,2,3,1,3,3,4,2,3
"2",4,2,4,3,3,3,3,4,1,4,2,4,3
"3",2,2,1,2,4,2,1,4,1,3,1,1,2
"4",4,2,1,1,1,3,2,3,3,4,4,3,4
"5",3,4,1,1,2,1,3,2,1,3,4,4,2
"6",4,1,3,2,4,1,2,1,1,1,3,2,3
"7",2,2,4,1,3,2,4,2,4,1,3,4,2
"8",3,4,4,1,1,2,1,2,2,2,2,1,4
"9",2,3,4,3,2,4,2,3,1,1,4,1,2
"10",1,1,2,2,1,4,4,2,1,2,1,3,3
"11",1,4,4,3,4,2,2,2,3,4,1,3,1
"12",3,2,1,3,2,1,4,1,3,2,2,1,1
"13",4,1,2,4,3,2,1,3,2,2,4,3,1
"14",3,4,3,2,4,4,4,4,3,2,4,3,4
"15",3,1,2,4,4,4,3,2,4,4,3,1,2
"16",3,3,2,4,1,1,2,4,4,1,2,3,2
"17",1,4,1,3,3,3,1,4,4,2,3,2,3
"18",1,3,2,2,3,1,4,3,2,4,3,1,4
"19",2,3,3,2,1,4,1,1,2,4,3,4,1
"20",4,4,3,4,2,3,4,3,2,3,1,2,1
"21",2,3,1,4,4,3,3,1,2,1,2,4,4
"22",1,1,3,1,2,3,3,4,3,1,2,2,1
"23",2,1,3,3,2,1,1,3,4,3,1,4,4
"24",4,3,2,1,3,4,2,1,4,3,1,2,3
