"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,2,6,2,3,3,6,4,6,1,3,6
"2",3,2,1,3,5,4,3,6,2,6,6,4
"3",1,4,2,1,3,3,1,4,1,3,6,2
"4",2,3,3,3,4,6,6,1,6,2,5,2
"5",5,5,3,6,4,1,3,4,3,5,6,1
"6",4,5,3,3,6,1,6,1,3,4,1,5
"7",5,5,2,4,2,4,5,1,1,2,6,5
"8",2,5,3,4,2,2,1,3,6,5,6,6
"9",6,4,5,6,5,4,3,3,5,3,1,6
"10",6,1,5,3,3,5,5,1,4,5,4,6
"11",3,6,6,1,5,2,5,2,2,5,4,2
"12",6,6,2,1,3,1,3,5,6,2,2,3
"13",3,1,3,6,3,3,6,2,1,5,1,3
"14",3,3,5,1,2,1,4,1,5,1,5,4
"15",1,6,4,6,6,3,5,3,6,2,4,4
"16",2,4,6,2,5,5,3,2,3,1,6,5
"17",1,2,5,4,6,2,4,3,1,5,5,5
"18",3,6,3,5,5,5,2,3,1,1,3,2
"19",6,2,3,3,2,6,1,3,4,1,2,1
"20",1,2,1,3,2,1,4,2,4,3,2,6
"21",2,5,5,2,3,6,1,6,3,5,1,3
"22",5,1,6,5,2,3,4,5,3,2,1,4
"23",4,5,2,1,6,5,4,6,4,5,4,1
"24",2,4,3,1,4,3,5,6,5,6,2,6
"25",2,1,1,1,1,5,6,3,3,4,3,4
"26",6,2,3,2,1,2,4,6,3,4,5,2
"27",4,3,6,4,1,5,2,6,6,3,6,4
"28",5,3,1,6,2,4,5,5,6,5,3,2
"29",6,5,4,3,6,3,2,5,2,1,5,6
"30",3,5,1,4,5,4,4,5,5,1,1,2
"31",4,3,2,6,4,6,1,5,1,4,4,6
"32",6,6,6,4,4,3,1,1,4,3,3,2
"33",1,1,3,5,3,4,2,6,5,1,4,5
"34",3,1,2,2,4,2,2,1,2,2,1,5
"35",5,6,1,2,4,6,2,2,5,5,5,4
"36",3,6,1,5,3,6,5,4,3,3,5,6
"37",5,1,5,1,4,5,3,5,1,3,4,3
"38",3,1,2,4,1,3,3,2,6,6,4,1
"39",4,4,6,2,2,4,2,3,1,6,2,2
"40",5,2,4,1,6,4,1,2,6,4,2,5
"41",5,4,6,5,4,2,6,5,4,6,5,5
"42",4,4,4,5,1,5,5,1,5,3,1,1
"43",1,6,4,2,2,4,6,5,4,4,6,1
"44",6,2,2,5,5,2,6,3,5,3,6,3
"45",1,3,2,5,6,5,3,1,3,6,2,3
"46",4,1,5,6,6,6,4,4,4,2,6,2
"47",1,3,4,1,1,6,3,4,2,2,3,6
"48",2,2,4,4,4,1,5,6,2,1,2,1
"49",1,3,6,3,5,2,2,4,6,4,1,1
"50",3,6,5,6,1,2,3,6,4,4,2,5
"51",2,2,5,6,3,4,2,1,2,4,5,1
"52",2,5,5,3,1,1,6,4,1,2,4,3
"53",1,5,6,4,3,6,4,2,5,6,3,3
"54",6,4,4,4,5,6,6,6,1,4,2,4
"55",2,4,1,5,6,1,1,5,4,3,3,4
"56",5,3,1,2,6,3,5,3,2,2,3,1
"57",5,6,2,3,1,5,4,4,2,6,1,5
"58",4,1,4,2,5,1,1,4,5,6,5,3
"59",4,4,1,6,1,2,1,2,3,1,4,3
"60",6,3,4,5,2,1,2,2,2,6,3,4
