"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,2,3,3,2,3,3,2,1
"2",3,3,2,2,3,3,3,3,1
"3",1,1,1,1,2,2,1,1,3
"4",1,2,1,1,3,3,1,2,2
"5",3,3,3,3,2,1,2,3,1
"6",2,2,1,2,1,1,3,3,3
"7",1,3,2,2,2,3,1,1,1
"8",1,3,1,2,1,1,2,1,2
"9",2,1,3,3,3,2,3,3,3
"10",1,2,3,3,1,2,2,1,2
"11",3,3,1,3,3,2,2,1,3
"12",1,2,3,2,3,3,3,1,3
"13",1,2,1,3,3,1,3,2,2
"14",2,1,1,2,3,3,2,2,1
"15",3,2,2,1,1,3,2,1,1
"16",1,1,1,3,1,3,2,3,3
"17",2,3,1,3,2,2,1,3,2
"18",2,3,3,1,3,1,3,1,2
"19",1,3,2,2,3,1,1,3,3
"20",2,1,2,2,1,2,2,2,2
"21",1,3,2,3,1,2,3,2,1
"22",1,2,3,1,2,1,2,2,3
"23",3,2,2,3,3,3,1,3,2
"24",2,3,1,1,1,1,1,2,1
"25",3,1,3,2,1,1,3,2,2
"26",3,2,2,3,1,1,1,1,3
"27",3,2,3,1,3,2,1,2,1
"28",1,1,3,2,1,2,1,3,1
"29",2,1,2,1,1,3,3,1,2
"30",3,1,1,2,2,1,1,3,2
"31",1,3,3,1,2,3,2,3,2
"32",2,2,2,2,2,2,2,2,2
"33",3,2,3,1,1,2,2,3,3
"34",3,1,2,1,3,1,2,2,3
"35",2,3,2,2,2,2,3,1,3
"36",2,1,2,3,3,1,1,1,1
"37",3,3,1,1,2,3,3,2,3
"38",2,2,1,1,3,2,2,3,1
"39",2,3,3,3,1,3,1,2,3
"40",1,1,2,1,2,1,3,3,1
"41",3,1,1,3,2,2,3,1,1
"42",3,1,3,2,2,3,1,1,2
