"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",3,4,3,2,3,1,4,4,1,1,4,2,2
"2",4,3,2,3,4,3,4,3,2,2,4,4,4
"3",1,1,3,1,4,1,3,2,4,2,3,2,3
"4",2,1,4,4,3,1,3,3,2,4,4,3,1
"5",4,2,2,1,4,2,2,4,3,4,4,3,2
"6",3,4,3,4,4,3,1,2,4,4,2,1,2
"7",2,3,4,2,1,3,4,1,3,1,2,1,3
"8",4,1,3,4,1,2,3,3,3,1,3,1,4
"9",4,3,1,4,3,2,4,4,4,3,2,2,3
"10",2,4,2,1,3,4,3,3,4,2,2,1,4
"11",1,1,3,2,3,2,2,1,2,3,1,1,1
"12",2,2,1,3,1,1,4,3,2,2,1,1,1
"13",2,3,3,1,1,4,3,1,1,2,4,4,2
"14",2,3,2,3,4,4,3,4,2,4,1,2,1
"15",4,1,3,3,2,4,1,1,2,4,3,4,3
"16",3,1,4,1,2,4,4,4,3,3,1,3,2
"17",4,4,1,2,1,3,3,2,3,4,1,4,2
"18",2,2,2,4,1,4,2,1,4,3,1,3,4
"19",1,3,1,4,2,4,2,4,2,1,3,1,2
"20",2,2,4,2,4,3,1,4,1,2,3,1,4
"21",1,1,2,3,1,3,4,2,4,3,4,2,2
"22",4,4,4,3,2,1,2,1,4,2,1,2,2
"23",3,2,4,1,3,2,3,2,2,1,1,4,4
"24",2,3,1,1,4,1,1,3,3,3,1,3,3
"25",1,3,3,2,2,1,4,3,4,4,3,4,4
"26",4,1,2,2,3,4,1,3,1,1,1,2,3
"27",2,1,1,4,4,2,2,2,1,1,2,4,2
"28",4,2,3,3,4,4,4,2,3,1,2,3,1
"29",2,2,4,3,2,3,2,4,4,1,4,4,3
"30",1,4,4,2,4,4,2,3,3,3,3,4,1
"31",3,4,2,4,2,2,4,1,1,3,3,4,1
"32",3,2,1,4,1,3,1,3,3,2,4,3,1
"33",3,3,1,1,3,3,2,1,4,1,3,2,1
"34",3,2,2,3,4,1,3,1,3,4,3,1,3
"35",3,4,3,1,1,2,2,4,2,4,2,2,4
"36",1,2,1,1,3,3,4,1,1,4,2,3,3
"37",3,1,1,2,2,4,3,2,1,3,4,1,4
"38",1,4,1,3,3,2,1,1,3,2,4,2,4
"39",3,1,2,2,2,1,1,4,4,2,2,4,1
"40",1,4,2,2,1,1,1,2,2,1,3,3,3
"41",1,2,4,3,1,2,1,3,1,4,2,2,2
"42",1,4,3,4,2,3,3,4,1,2,1,3,3
"43",4,3,4,1,2,2,1,2,2,3,4,1,1
"44",4,3,4,4,3,1,2,2,1,3,2,3,4
