"","V1","V2","V3","V4","V5"
"1",4,2,2,1,5
"2",3,4,4,5,2
"3",2,1,5,2,1
"4",3,3,5,3,5
"5",1,2,3,1,4
"6",3,5,5,4,1
"7",5,1,1,3,4
"8",4,5,4,1,1
"9",2,4,2,5,2
"10",5,5,1,5,5
"11",5,4,3,1,4
"12",5,1,2,3,2
"13",4,4,2,4,1
"14",1,1,1,5,3
"15",4,4,5,2,4
"16",4,1,3,4,5
"17",5,3,3,4,3
"18",1,4,5,1,3
"19",2,4,3,4,4
"20",3,1,3,1,1
"21",2,2,2,4,1
"22",4,3,5,5,4
"23",2,1,4,4,2
"24",3,1,3,5,4
"25",3,3,1,2,3
"26",5,4,3,2,1
"27",4,2,1,4,2
"28",4,5,4,3,5
"29",2,3,1,1,4
"30",3,4,2,4,4
"31",5,5,5,4,3
"32",2,2,5,5,5
"33",2,2,4,3,3
"34",3,3,2,3,3
"35",5,3,5,3,2
"36",5,3,2,1,2
"37",4,1,5,1,3
"38",1,5,4,5,4
"39",2,4,4,1,5
"40",4,2,2,5,3
"41",1,5,3,2,3
"42",1,2,5,3,2
"43",1,3,4,2,2
"44",5,2,4,5,1
"45",1,3,3,5,1
"46",1,1,2,2,5
"47",1,4,1,3,1
"48",3,1,4,2,4
"49",4,5,1,2,3
"50",3,2,1,2,1
"51",1,3,1,4,5
"52",2,5,1,1,2
"53",5,2,4,2,5
"54",3,5,3,3,2
"55",2,5,2,3,5
