"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,4,3,1,3,4,3,4
"2",3,1,4,3,2,2,4,4
"3",2,1,3,1,4,2,1,1
"4",4,1,2,3,3,4,1,2
"5",1,2,4,3,3,1,4,3
"6",4,3,1,3,2,2,1,1
"7",4,4,2,2,2,3,4,3
"8",2,3,2,1,1,1,3,4
"9",1,1,3,2,4,2,3,4
"10",2,2,1,2,2,4,1,4
"11",4,1,4,1,2,4,2,3
"12",4,3,3,2,3,1,1,4
"13",3,2,3,4,4,4,1,3
"14",2,4,2,4,3,4,2,1
"15",2,4,3,3,2,1,1,3
"16",2,2,4,3,3,3,3,1
"17",2,2,2,1,1,3,2,2
"18",1,4,3,1,1,2,4,2
"19",1,3,2,1,4,3,1,3
"20",3,3,2,4,4,1,4,1
"21",1,4,1,2,3,2,2,1
"22",1,1,2,2,2,4,4,1
"23",1,3,4,4,2,3,2,4
"24",3,3,4,1,3,1,2,2
"25",2,4,1,4,2,1,3,2
"26",3,4,4,2,1,3,1,1
"27",1,1,2,3,4,1,2,2
"28",3,1,1,2,1,1,2,3
"29",1,3,1,3,1,4,3,3
"30",4,3,3,3,1,4,4,2
"31",4,2,3,2,2,1,3,1
"32",3,2,1,1,3,2,4,3
"33",4,2,1,1,4,3,3,2
"34",1,2,4,4,1,2,1,2
"35",3,4,1,3,4,3,2,4
"36",4,2,2,4,1,2,2,4
"37",3,1,3,4,1,3,3,1
"38",2,3,4,2,4,4,4,2
"39",4,4,4,4,4,2,3,3
"40",2,1,1,4,3,3,4,4
