"","V1","V2","V3","V4","V5","V6"
"1",1,4,2,3,4,4
"2",1,2,1,3,2,2
"3",3,4,1,1,3,2
"4",2,1,1,2,3,1
"5",4,2,2,1,4,1
"6",1,1,3,1,2,1
"7",1,2,4,2,3,4
"8",4,4,3,2,4,3
"9",4,1,1,2,2,4
"10",4,4,2,3,1,1
"11",3,1,2,4,1,2
"12",1,3,1,1,1,3
"13",3,3,2,2,2,3
"14",1,4,3,2,1,2
"15",4,3,1,3,3,4
"16",2,2,3,3,2,3
"17",3,1,3,1,4,4
"18",2,4,4,1,3,3
"19",2,4,1,4,2,1
"20",3,4,4,4,2,4
"21",4,1,4,3,1,3
"22",3,2,1,4,4,3
"23",1,1,2,4,3,3
"24",4,3,4,1,2,2
"25",4,2,3,4,3,2
"26",1,3,4,4,4,1
"27",3,2,4,2,1,1
"28",2,3,3,4,1,4
"29",2,2,2,1,1,4
"30",2,1,4,3,4,2
"31",2,3,2,2,4,2
"32",3,3,3,3,3,1
