"","V1","V2","V3","V4","V5","V6","V7"
"1",3,5,1,3,1,3,1
"2",6,4,1,4,5,1,3
"3",3,4,6,2,6,5,2
"4",5,4,4,3,1,2,6
"5",3,6,6,5,1,4,3
"6",6,6,3,4,3,6,5
"7",1,3,5,4,2,1,2
"8",5,2,6,2,3,2,3
"9",3,1,3,2,4,1,6
"10",2,2,3,5,6,2,1
"11",6,5,5,1,2,5,4
"12",6,3,3,6,1,3,2
"13",5,3,2,1,6,3,5
"14",5,5,2,5,4,5,2
"15",2,2,4,1,1,5,5
"16",4,3,5,5,5,6,6
"17",3,2,1,4,5,5,5
"18",4,5,6,6,4,1,5
"19",6,1,5,3,4,4,1
"20",4,2,1,5,2,2,4
"21",4,1,2,2,2,6,2
"22",1,4,2,6,2,4,6
"23",2,6,2,2,3,1,4
"24",4,6,4,1,5,2,1
"25",2,6,5,3,6,3,6
"26",1,5,3,3,5,6,3
"27",5,1,4,6,6,4,4
"28",1,3,1,1,4,4,3
"29",1,1,6,4,3,3,4
"30",2,4,4,6,3,6,1
